isin,company_name,type,issue_price,issue_price_adj,listing_date,listing_open,listing_close,listing_gain_open,listing_gain_close,return_from_issue_1d,return_from_listing_1d,alpha_1d,alpha_sc_1d,return_from_issue_1w,return_from_listing_1w,alpha_1w,alpha_sc_1w,return_from_issue_1m,return_from_listing_1m,alpha_1m,alpha_sc_1m,return_from_issue_3m,return_from_listing_3m,alpha_3m,alpha_sc_3m,return_from_issue_6m,return_from_listing_6m,alpha_6m,alpha_sc_6m,return_from_issue_1y,return_from_listing_1y,alpha_1y,alpha_sc_1y,return_from_issue_2y,return_from_listing_2y,alpha_2y,alpha_sc_2y,return_from_issue_3y,return_from_listing_3y,alpha_3y,alpha_sc_3y,return_from_issue_5y,return_from_listing_5y,alpha_5y,alpha_sc_5y,return_from_issue_10y,return_from_listing_10y,alpha_10y,alpha_sc_10y,mfe_1m,mae_1m,mfe_lst_1m,mae_lst_1m,mfe_3m,mae_3m,mfe_lst_3m,mae_lst_3m,mfe_6m,mae_6m,mfe_lst_6m,mae_lst_6m,mfe_1y,mae_1y,mfe_lst_1y,mae_lst_1y,mfe_3y,mae_3y,mfe_lst_3y,mae_lst_3y,mfe_5y,mae_5y,mfe_lst_5y,mae_lst_5y,days_to_mfe_1m,days_to_mae_1m,days_to_breakeven_1m,days_to_mfe_3m,days_to_mae_3m,days_to_breakeven_3m,days_to_mfe_6m,days_to_mae_6m,days_to_breakeven_6m,days_to_mfe_1y,days_to_mae_1y,days_to_breakeven_1y,days_to_mfe_3y,days_to_mae_3y,days_to_breakeven_3y,days_to_mfe_5y,days_to_mae_5y,days_to_breakeven_5y,max_gain_pct,max_drawdown_pct,max_drawdown_duration_days,all_time_high,all_time_low,current_price,current_return_from_issue,outcome_class,volatility_annual,median_daily_turnover_inr,circuit_lock_frac,liquidity_flag,delisted,delist_reason,n_days_history,listing_metrics_status,price_source
INE00IY01012,Deep Polymers Ltd.,SME,40.0,40.0,2018-08-23,41.9,40.9,0.0475,0.0225,0.02625,0.003667,0.005882,0.006041,0.0075,-0.01467,-0.02279,-0.029505,-0.005,-0.026895,0.011062,0.03714,0.06625,0.042787,0.133957,0.192858,0.14,0.114914,0.18337,0.318226,0.4,0.369193,0.434238,0.649581,0.575,0.540342,0.558572,0.725936,2.81125,2.727384,2.307125,2.316125,1.37425,1.322005,0.647407,0.415238,,,,,0.05,-0.00625,0.026895,-0.028117,0.13125,-0.11875,0.106357,-0.138142,0.2125,-0.11875,0.185819,-0.138142,0.575,-0.11875,0.540342,-0.138142,2.9075,-0.11875,2.821516,-0.138142,19.0625,-0.11875,18.621027,-0.138142,0,6,0,84,46,0,155,46,0,342,46,0,1091,46,0,1230,46,0,19.0625,-0.96157,1546,802.5,28.4,40.44,0.011,flat,0.542234,1960871.88,0.054938,ok,False,,1529,ok,bhavcopy_daily
INE00KV01022,Rajnandini Metal Ltd.,SME,26.0,0.577778,2018-10-08,0.777778,0.738889,0.346154,0.278846,0.215385,-0.049624,-0.045082,-0.044739,0.0,-0.218045,-0.233937,-0.270012,-0.023077,-0.23609,-0.260283,-0.309757,-0.013462,-0.228571,-0.269521,-0.312207,0.007692,-0.21203,-0.333449,-0.333399,0.011538,-0.209023,-0.28424,-0.134243,0.926923,0.506767,0.372365,0.461988,15.009615,11.518797,10.799599,10.538285,16.048077,12.330827,11.43158,10.791903,,,,,0.346154,-0.046154,0.052632,-0.254135,0.346154,-0.046154,0.052632,-0.254135,0.346154,-0.046154,0.052632,-0.254135,0.346154,-0.046154,0.052632,-0.254135,16.307692,-0.046154,12.533835,-0.254135,55.330769,-0.046154,43.04812,-0.254135,0,14,0,0,14,0,0,14,0,0,14,0,1061,14,0,1411,14,0,55.330769,-0.909901,1319,32.546667,0.551111,3.84,5.646154,multibagger,0.474695,2516915.4,0.079019,ok,False,,1468,recovered_bhavcopy,bhavcopy_daily
INE00LM01029,Sonam Clock Ltd.,SME,36.0,9.0,2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.602639,342,96.7,33.25,55.72,,,0.521668,2962798.05,0.030255,ok,False,,628,unreliable_coverage,bhavcopy_daily
INE00LO01017,Craftsman Automation Ltd.,MB,1490.0,1490.0,2021-03-25,1359.0,1435.6,-0.087919,-0.03651,0.00302,0.041028,0.028295,0.029376,-0.027483,0.009369,-0.028499,-0.040906,-0.138188,-0.105531,-0.106679,-0.144954,0.184362,0.229242,0.126934,-0.005296,0.43651,0.490945,0.246751,0.111462,0.409832,0.463256,0.26583,0.083803,1.025705,1.102466,0.919557,0.812371,1.784933,1.890464,1.347923,0.792432,3.592617,3.766648,3.167167,2.607452,,,,,0.026846,-0.16443,0.065756,-0.132767,0.244899,-0.16443,0.292073,-0.132767,0.460403,-0.16443,0.515743,-0.132767,0.86443,-0.16443,0.935079,-0.132767,2.700436,-0.16443,2.840659,-0.132767,4.516779,-0.16443,4.725829,-0.132767,1,28,0,76,28,0,110,28,0,221,28,0,1002,28,0,1776,28,0,5.53557,-0.404494,142,9738.0,1245.0,9065.0,5.083893,multibagger,0.370146,136215885.4,0.002342,ok,False,,1281,ok,bhavcopy_daily
INE00M201021,Sterling & Wilson Solar Ltd.,MB,780.0,780.0,2019-08-20,706.0,726.2,-0.094872,-0.068974,-0.117949,-0.052603,-0.04368,-0.034587,-0.179744,-0.118975,-0.126995,-0.120489,-0.238205,-0.181768,-0.15343,-0.186041,-0.630064,-0.602658,-0.686446,-0.660876,-0.679615,-0.65588,-0.744425,-0.793936,-0.682179,-0.658634,-0.694161,-0.731562,-0.645577,-0.61932,-1.123255,-1.561113,-0.634167,-0.607064,-1.218978,-1.619271,-0.149808,-0.086822,-1.314393,-2.95276,,,,,-0.034038,-0.289744,0.037524,-0.237125,-0.034038,-0.630064,0.037524,-0.602658,-0.034038,-0.685897,0.037524,-0.662627,-0.034038,-0.910641,0.037524,-0.904021,-0.034038,-0.910641,0.037524,-0.904021,0.061538,-0.910641,0.140182,-0.904021,0,17,,0,91,,0,106,,0,224,,0,224,,1736,224,1731,0.061538,-0.898995,223,828.0,69.7,203.67,-0.738885,loser,0.518972,240959747.26,0.020286,ok,False,,1676,ok,bhavcopy_daily
INE00M901018,Interarch Building Products Ltd.,MB,900.0,900.0,2024-08-26,1299.0,1195.7,0.443333,0.328556,0.329389,0.000627,0.000341,-0.007027,0.2795,-0.036924,-0.047643,-0.041158,0.520333,0.144351,0.104625,0.120185,0.594389,0.200092,0.231627,0.244979,0.724778,0.298235,0.396484,0.495938,1.322333,0.748014,0.759951,0.821969,,,,,,,,,,,,,,,,,0.548556,0.2335,0.165593,-0.071548,1.016667,0.2335,0.517939,-0.071548,1.1375,0.2335,0.60889,-0.071548,1.666667,0.2335,1.007192,-0.071548,,,,,,,,,30,9,0,67,9,0,129,9,0,331,9,0,,,,,,,2.069556,-0.377907,182,2762.6,1110.15,1763.3,0.959222,winner,0.501021,168398051.2,0.0,ok,False,,439,ok,bhavcopy_daily
INE00MT01022,Saj Hotels Ltd.,SME,65.0,65.0,2024-10-07,55.0,52.45,-0.153846,-0.193077,-0.166154,0.033365,0.024597,0.012334,-0.198462,-0.006673,-0.02007,-0.049529,-0.228462,-0.043851,-0.031281,-0.073121,-0.277692,-0.104862,-0.057285,-0.101505,0.12,0.387989,0.494222,0.577791,0.092308,0.35367,0.341065,0.380257,,,,,,,,,,,,,,,,,-0.111538,-0.269231,0.101049,-0.094376,-0.024615,-0.383077,0.20877,-0.235462,0.330769,-0.383077,0.64919,-0.235462,0.330769,-0.383077,0.64919,-0.235462,,,,,,,,,0,29,,50,38,,101,38,99,101,38,99,,,,,,,0.330769,-0.589517,413,86.5,34.1,38.95,-0.400769,loser,0.615051,943000.0,0.125,low,False,,352,ok,bhavcopy_daily
INE00N401018,Jakharia Fabric Ltd.,SME,180.0,60.0,2018-07-11,60.45,60.5,0.0075,0.008333,0.007222,-0.001102,-0.007943,-0.001293,0.002778,-0.00551,-0.008446,0.037527,0.055556,0.046832,0.00288,0.0314,0.0,-0.008264,0.036327,0.145824,0.005556,-0.002755,0.005753,0.108481,0.011111,0.002755,-0.055209,0.15805,-0.176389,-0.183196,-0.166732,0.09901,-0.027778,-0.035813,-0.468894,-0.511972,-0.816111,-0.817631,-1.585567,-1.633561,,,,,0.066667,0.0,0.057851,-0.008264,0.066667,0.0,0.057851,-0.008264,0.194444,0.0,0.184573,-0.008264,0.194444,0.0,0.184573,-0.008264,0.194722,-0.222222,0.184848,-0.22865,0.194722,-0.825,0.184848,-0.826446,28,21,0,28,21,0,132,21,0,132,21,0,1080,905,0,1080,1780,0,0.194722,-0.847826,1319,71.683333,10.5,60.5,0.008333,flat,0.641429,748000.0,0.656338,low,False,,355,ok,bhavcopy_daily
INE00NH01017,Crop Life Science Ltd.,SME,52.0,52.0,2023-08-30,55.95,53.15,0.075962,0.022115,-0.028846,-0.049859,-0.045018,-0.060301,-0.053846,-0.074318,-0.087943,-0.109498,-0.198077,-0.215428,-0.230461,-0.251209,-0.207692,-0.224835,-0.263556,-0.335287,-0.103846,-0.123236,-0.257812,-0.384701,0.173077,0.147695,-0.152318,-0.383233,0.115385,0.091251,-0.171285,-0.306639,,,,,,,,,,,,,0.075962,-0.223077,0.052681,-0.239887,0.075962,-0.297115,0.052681,-0.312324,0.075962,-0.297115,0.052681,-0.312324,0.330769,-0.298077,0.301976,-0.313264,,,,,,,,,0,28,0,0,40,0,0,40,0,362,197,0,,,,,,,0.330769,-0.385768,578,69.2,36.5,44.0,-0.153846,flat,0.53089,810000.0,0.132231,low,False,,605,ok,bhavcopy_daily
INE00NI01015,Ushanti Colour Chem Ltd.,SME,60.0,60.0,2018-08-02,64.2,67.4,0.07,0.123333,0.179167,0.049703,0.039378,0.035465,0.245,0.108309,0.08821,0.087237,0.175833,0.046736,0.00798,0.010326,0.01,-0.10089,-0.024032,0.037923,-0.233333,-0.317507,-0.280712,-0.162324,-0.163333,-0.255193,-0.233196,-0.011728,-0.55,-0.599407,-0.584177,-0.326256,-0.285,-0.363501,-0.765322,-0.89972,0.066667,-0.050445,-0.805365,-0.964582,,,,,0.288333,0.07,0.146884,-0.047478,0.288333,-0.05,0.146884,-0.154303,0.288333,-0.236667,0.146884,-0.320475,0.288333,-0.291667,0.146884,-0.369436,0.288333,-0.658333,0.146884,-0.695846,0.431667,-0.658333,0.274481,-0.695846,5,0,0,5,83,0,5,160,0,5,201,0,5,600,0,1399,600,0,1.595833,-0.685526,601,155.75,20.5,155.75,1.595833,multibagger,1.048156,330000.0,0.365591,low,False,,837,ok,bhavcopy_daily
INE00OQ01016,Dharmaj Crop Guard Ltd.,MB,237.0,237.0,2022-12-08,266.05,266.3,0.122574,0.123629,0.054008,-0.06196,-0.055901,-0.051595,-0.014557,-0.122982,-0.112533,-0.125741,-0.193038,-0.281825,-0.241528,-0.243346,-0.287764,-0.366128,-0.311331,-0.304288,-0.263713,-0.344724,-0.346078,-0.384338,0.109283,-0.012768,-0.139588,-0.389699,0.352743,0.203905,-0.122191,-0.669607,-0.011646,-0.120391,-0.527557,-0.806434,,,,,,,,,0.177215,-0.247257,0.047691,-0.330079,0.177215,-0.359705,0.047691,-0.430154,0.177215,-0.421941,0.047691,-0.485543,0.177215,-0.421941,0.047691,-0.485543,0.644093,-0.421941,0.463199,-0.485543,,,,,0,15,0,0,68,0,0,111,0,0,111,0,629,111,0,,,,0.644093,-0.534551,185,389.65,137.0,270.55,0.141561,flat,0.449987,18905644.25,0.012806,ok,False,,859,ok,bhavcopy_daily
INE00PV01013,Ahlada Engineers Ltd.,SME,150.0,150.0,2018-10-27,145.0,139.15,-0.033333,-0.072333,-0.111667,-0.0424,-0.0424,-0.0424,-0.081667,-0.010061,-0.062205,-0.081335,-0.066667,0.006109,-0.053572,-0.05226,-0.107333,-0.037729,-0.11256,-0.084565,-0.45,-0.407115,-0.579064,-0.522657,-0.703333,-0.680201,-0.835126,-0.641792,-0.701,-0.677686,-0.850941,-0.722721,0.007333,0.085879,-0.735497,-0.882197,-0.278667,-0.222422,-1.102507,-1.664203,,,,,-0.033333,-0.13,0.042041,-0.062163,0.02,-0.13,0.099533,-0.062163,0.02,-0.506667,0.099533,-0.4682,0.02,-0.746667,0.099533,-0.726913,0.653333,-0.758,0.782249,-0.73913,0.653333,-0.758,0.782249,-0.73913,2,11,,90,11,32,90,179,32,90,354,32,1012,423,32,1012,423,32,0.653333,-0.865209,1700,248.0,31.22,40.3,-0.731333,loser,0.58281,1326235.05,0.057057,ok,False,,1665,ok,bhavcopy_daily
INE00Q601028,Studds Accessories Ltd.,MB,585.0,585.0,2025-11-07,565.0,560.3,-0.034188,-0.042222,-0.042222,0.0,0.0,0.0,-0.05547,-0.013832,-0.030219,-0.017439,-0.083846,-0.043459,-0.070689,-0.012604,-0.132137,-0.093878,-0.101779,-0.025985,-0.20265,-0.1675,-0.11587,-0.192027,,,,,,,,,,,,,,,,,,,,,0.025641,-0.098974,0.070855,-0.059254,0.025641,-0.188034,0.070855,-0.15224,0.025641,-0.246068,0.070855,-0.212832,,,,,,,,,,,,,11,28,0,11,87,0,11,150,0,,,,,,,,,,0.025641,-0.238949,176,600.0,427.55,454.85,-0.222479,loser,0.269339,18781245.7,0.0,ok,False,,141,ok,bhavcopy_daily
INE00Q901014,S.M.Gold Ltd.,SME,30.0,30.0,2018-10-19,30.6,30.5,0.02,0.016667,0.016667,0.0,0.0,0.0,-0.046667,-0.062295,-0.035746,-0.027652,-0.093333,-0.108197,-0.144946,-0.143967,-0.1,-0.114754,-0.173316,-0.159641,0.033333,0.016393,-0.124262,-0.07494,0.016667,0.0,-0.131828,0.072241,-0.183333,-0.196721,-0.338313,-0.193355,4.761667,4.667213,3.873943,3.666384,-0.301333,-0.312787,-1.221944,-1.806887,,,,,0.02,-0.093333,0.003279,-0.108197,0.02,-0.141667,0.003279,-0.155738,0.266667,-0.146667,0.245902,-0.160656,0.493333,-0.316667,0.468852,-0.327869,5.3,-0.4,5.196721,-0.409836,10.966667,-0.551667,10.770492,-0.559016,0,26,0,0,38,0,157,131,0,209,292,0,1091,840,0,1211,1622,0,10.966667,-0.969345,1508,359.0,10.65,12.5,-0.583333,loser,0.590255,552040.985,0.136827,low,False,,1374,ok,bhavcopy_daily
INE00QT01015,Synergy Green Industries Ltd.,SME,70.0,70.0,2018-09-21,78.0,81.85,0.114286,0.169286,0.169286,0.0,0.0,0.0,0.275,0.090409,0.109493,0.182391,0.221429,0.044594,0.119936,0.158752,0.2,0.026268,0.061186,0.096538,0.222857,0.045816,0.017655,0.102652,0.157143,-0.010385,-0.02215,0.16321,0.285714,0.099572,0.067099,0.187756,1.131429,0.822847,0.26162,0.209817,2.120714,1.668907,0.882922,0.514513,,,,,0.298571,0.085714,0.110568,-0.071472,0.298571,0.085714,0.110568,-0.071472,0.328571,0.075,0.136225,-0.080635,0.448571,0.075,0.238852,-0.080635,1.857143,-0.057143,1.443494,-0.193647,2.471429,-0.057143,1.968845,-0.193647,6,0,0,6,0,0,160,131,0,242,131,0,1041,564,0,1215,564,0,8.046429,-0.497604,400,633.25,66.0,571.3,7.161429,multibagger,0.557629,3486000.0,0.089397,ok,False,,1443,ok,bhavcopy_daily
INE00RL01028,Highway Infrastructure Ltd.,MB,70.0,70.0,2025-08-12,115.0,120.75,0.642857,0.725,0.811143,0.049938,0.044549,0.043518,0.552571,-0.099959,-0.120102,-0.123137,0.254,-0.273043,-0.294201,-0.301279,-0.001429,-0.421118,-0.470431,-0.443547,-0.201286,-0.536977,-0.596099,-0.520622,,,,,,,,,,,,,,,,,,,,,0.877143,0.203714,0.088199,-0.302195,0.877143,-0.004286,0.088199,-0.422774,0.877143,-0.293,0.088199,-0.590145,,,,,,,,,,,,,2,28,0,2,91,0,2,171,0,,,,,,,,,,0.877143,-0.676369,229,131.4,40.6,47.28,-0.324571,loser,0.408724,12300972.75,0.01005,ok,False,,199,ok,bhavcopy_daily
INE00RQ01019,Mindpool Technologies Ltd.,SME,30.0,30.0,2019-02-28,30.0,28.5,0.0,-0.05,-0.096667,-0.049123,-0.055701,-0.072576,-0.141667,-0.096491,-0.12111,-0.167932,-0.28,-0.242105,-0.314146,-0.350357,-0.381667,-0.349123,-0.455993,-0.459962,-0.336667,-0.301754,-0.31619,-0.206248,-0.5,-0.473684,-0.511604,-0.458096,-0.466667,-0.438596,-0.784823,-0.843116,-0.26,-0.221053,-0.764569,-1.017305,1.833333,1.982456,0.925625,-0.111134,,,,,0.0,-0.458333,0.052632,-0.429825,0.0,-0.458333,0.052632,-0.429825,0.0,-0.458333,0.052632,-0.429825,0.0,-0.516667,0.052632,-0.491228,0.0,-0.6,0.052632,-0.578947,2.811667,-0.6,3.012281,-0.578947,0,18,0,0,18,0,0,18,0,0,343,0,0,384,0,1412,384,0,2.811667,-0.580673,147,114.35,12.0,71.1,1.37,multibagger,0.899783,111900.0,0.809322,low,False,,236,ok,bhavcopy_daily
INE00ST01011,B.R.Goyal Infrastructure Ltd.,SME,135.0,135.0,2025-01-14,135.75,142.5,0.005556,0.055556,0.058148,0.002456,0.000853,-0.00279,0.076296,0.019649,0.026182,0.015913,-0.214815,-0.25614,-0.249899,-0.169355,-0.183333,-0.226316,-0.232896,-0.154202,0.145926,0.085614,-0.001534,-0.007513,-0.125926,-0.17193,-0.279349,-0.163457,,,,,,,,,,,,,,,,,0.13,-0.27,0.070526,-0.308421,0.13,-0.296296,0.070526,-0.333333,0.214815,-0.296296,0.150877,-0.333333,0.311111,-0.296296,0.242105,-0.333333,,,,,,,,,8,29,0,8,35,0,181,35,0,218,35,0,,,,,,,0.311111,-0.479989,196,177.0,89.06,126.5,-0.062963,flat,0.55245,2346950.0,0.063636,ok,False,,330,ok,bhavcopy_daily
INE00SW01015,BCPL Railway Infrastructure Ltd.,SME,35.0,35.0,2018-10-29,36.0,36.3,0.028571,0.037143,0.007143,-0.028926,-0.023809,-0.040446,0.007143,-0.028926,-0.055572,-0.072705,0.021429,-0.015152,-0.061782,-0.048804,-0.097143,-0.129477,-0.169542,-0.13481,0.028571,-0.008264,-0.154964,-0.099628,0.154286,0.112948,-0.036894,0.155797,0.385714,0.336088,0.191832,0.320154,0.438571,0.387052,-0.354974,-0.518065,0.846571,0.780441,-0.077673,-0.654533,,,,,0.08,-0.014286,0.041322,-0.049587,0.08,-0.128571,0.041322,-0.15978,0.128571,-0.128571,0.088154,-0.15978,0.285714,-0.128571,0.239669,-0.15978,2.274286,-0.128571,2.157025,-0.15978,2.274286,-0.128571,2.157025,-0.15978,0,1,0,0,43,0,164,43,0,245,43,0,799,43,0,799,43,0,3.538571,-0.718412,528,158.85,30.5,76.46,1.184571,multibagger,0.535182,1272232.79,0.136421,ok,False,,1598,ok,bhavcopy_daily
INE00SY01011,Supershakti Metaliks Ltd.,SME,375.0,375.0,2018-07-30,377.1,376.5,0.0056,0.004,0.004,0.0,-0.003264,-0.001601,0.008,0.003984,-0.001983,-0.015652,0.12,0.115538,0.082643,0.089479,0.1108,0.106375,0.200786,0.274084,0.08,0.075697,0.133827,0.238968,0.125333,0.12085,0.141535,0.351062,-0.256,-0.258964,-0.248655,0.013517,0.068,0.063745,-0.330166,-0.467757,0.333333,0.328021,-0.407565,-0.566149,,,,,0.12,0.001333,0.115538,-0.002656,0.146667,0.001333,0.142098,-0.002656,0.146667,0.001333,0.142098,-0.002656,0.226667,0.001333,0.22178,-0.002656,0.9848,-0.302667,0.976892,-0.305445,0.9848,-0.302667,0.976892,-0.305445,30,0,0,36,0,0,36,0,0,317,0,0,421,602,0,421,602,0,1.237333,-0.731291,2373,839.0,180.05,240.0,-0.36,loser,0.868564,912000.0,0.520211,low,False,,569,ok,bhavcopy_daily
INE00SZ01018,Marshall Machines Ltd.,SME,42.0,42.0,2018-09-07,37.45,39.3,-0.108333,-0.064286,-0.064286,0.0,0.0,0.0,0.083333,0.157761,0.164137,0.172872,-0.059524,0.005089,0.114903,0.190789,-0.25,-0.198473,-0.121211,-0.027445,-0.333333,-0.287532,-0.239754,-0.153141,-0.547619,-0.516539,-0.461065,-0.258786,-0.802381,-0.788804,-0.766779,-0.595488,-0.190476,-0.13486,-0.634355,-0.630705,0.284524,0.372774,-0.319424,-0.641122,,,,,0.17381,-0.152381,0.254453,-0.094148,0.17381,-0.285714,0.254453,-0.236641,0.17381,-0.392857,0.254453,-0.351145,0.17381,-0.547619,0.254453,-0.516539,0.17381,-0.884524,0.254453,-0.87659,0.714286,-0.884524,0.832061,-0.87659,11,0,4,11,84,4,11,179,4,11,356,4,11,672,4,1728,672,4,0.714286,-0.948332,943,72.0,3.61,3.64,-0.913333,wipeout,0.695247,668601.2,0.227936,low,False,,1439,ok,bhavcopy_daily
INE00TV01023,Sudarshan Pharma Industries Ltd.,SME,73.0,7.3,2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.025912,,,,-1.142372,,,,,,,,,,,,,,,,,,,,,,,,,6.328767,1.534247,0.217292,-0.579067,,,,,,,,,,,,,,,,,657,1044,611,,,,,-0.628979,385,53.5,18.5,33.8,,,0.467194,3587440.0,0.140957,ok,False,,376,unreliable_coverage,bhavcopy_daily
INE00U401027,Unicommerce eSolutions Ltd.,MB,108.0,108.0,2024-08-13,235.0,210.08,1.175926,0.945185,0.816944,-0.065927,-0.066124,-0.060266,1.2075,0.134853,0.111661,0.102538,1.078611,0.068593,0.016814,-0.001517,0.791111,-0.079208,-0.068621,-0.080314,0.201852,-0.38214,-0.33793,-0.264518,0.200463,-0.382854,-0.402753,-0.356686,,,,,,,,,,,,,,,,,1.444352,0.732407,0.256617,-0.109387,1.444352,0.732407,0.256617,-0.109387,1.444352,0.162037,0.256617,-0.402609,1.444352,-0.110833,0.256617,-0.542888,,,,,,,,,7,6,0,7,6,0,7,168,0,7,202,0,,,,,,,1.444352,-0.673857,560,263.99,78.51,86.4,-0.2,flat,0.490193,56986375.0,0.0,ok,False,,447,ok,bhavcopy_daily
INE00U801010,Parin Furniture Ltd.,SME,63.0,63.0,2018-10-09,64.0,64.9,0.015873,0.030159,0.043651,0.013097,-0.002343,-0.023489,0.02381,-0.006163,-0.033704,-0.079597,0.007937,-0.021572,-0.050438,-0.100509,0.073016,0.041602,-0.007043,-0.048884,0.086508,0.0547,-0.078384,-0.07089,0.111905,0.079353,-0.018914,0.143904,0.107937,0.075501,-0.073372,0.0287,-0.157143,-0.181818,-0.919039,-1.188035,0.126984,0.093991,-0.813922,-1.457397,,,,,0.053968,-0.007937,0.023112,-0.03698,0.176984,-0.007937,0.142527,-0.03698,0.176984,-0.007937,0.142527,-0.03698,0.176984,-0.015873,0.142527,-0.044684,0.190476,-0.351587,0.155624,-0.37057,1.479365,-0.351587,1.40678,-0.37057,10,2,0,59,2,0,59,2,0,59,269,0,784,526,0,1298,526,0,10.660317,-0.586428,546,734.6,40.85,695.4,10.038095,multibagger,0.679726,1372000.0,0.302013,ok,False,,745,ok,bhavcopy_daily
INE00UG01014,KHFM Hospitality & Facility Management Services Ltd.,SME,36.0,34.838721,2019-04-12,35.322592,34.935495,0.013889,0.002778,0.002778,0.0,0.0,0.0,0.001389,-0.001385,-0.010777,0.001954,-0.013889,-0.01662,0.014689,0.042164,-0.015278,-0.018006,-0.010194,0.066718,-0.231944,-0.234072,-0.205008,-0.056467,-0.125,-0.127424,0.089999,0.249838,0.0,-0.00277,-0.276864,-0.328281,0.445231,0.441228,-0.076789,-0.377436,0.996342,0.990812,0.036597,-0.816502,,,,,0.027778,-0.055556,0.024931,-0.058172,0.027778,-0.125,0.024931,-0.127424,0.027778,-0.290278,0.024931,-0.292244,0.027778,-0.375,0.024931,-0.376731,1.0,-0.383333,0.99446,-0.385042,1.124073,-0.383333,1.11819,-0.385042,20,21,0,20,39,0,20,181,0,20,342,0,955,402,0,1825,402,0,2.557823,-0.594937,550,123.95,21.483878,62.25,0.786805,winner,0.654896,624600.0,0.222919,low,False,,1117,ok,bhavcopy_daily
INE00VM01036,Manorama Industries Ltd.,SME,188.0,37.6,2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.361209,,,,,,,,,,,,,,,,,,,,,,,,,10.568085,3.365426,1.119998,-0.199981,,,,,,,,,,,,,,,,1820,1369,1366,,-0.371261,84,1760.0,164.14,1476.1,,,0.475404,33423329.5,0.0,ok,False,,967,unreliable_coverage,bhavcopy_daily
INE00WC01027,Affle (India) Ltd.,MB,745.0,149.0,2019-08-08,185.2,174.73,0.242953,0.172685,0.131611,-0.035025,-0.042023,-0.043857,0.121007,-0.044068,-0.043792,-0.041627,0.130872,-0.035655,-0.027837,-0.0353,0.820604,0.55251,0.463717,0.488216,1.275638,0.940537,0.840332,0.777866,1.472752,1.108625,1.092164,1.100603,4.58557,3.763063,3.291205,2.756206,6.377517,5.291135,4.714196,4.311349,8.829195,7.381789,6.207064,4.638022,,,,,0.286846,0.006711,0.09735,-0.141533,0.979732,0.006711,0.688205,-0.141533,1.463087,0.006711,1.100383,-0.141533,2.08302,0.006711,1.629028,-0.141533,9.14094,0.006711,7.647628,-0.141533,9.382215,0.006711,7.853374,-0.141533,0,0,0,82,0,0,180,0,0,195,0,0,890,0,0,1820,0,0,13.67047,-0.582733,37,2185.9,150.0,1476.1,8.906711,multibagger,0.411964,270030138.4,0.007729,ok,False,,1682,ok,bhavcopy_daily
INE00WS01056,Globesecure Technologies Ltd.,SME,29.0,29.0,2022-06-02,36.5,37.1,0.258621,0.27931,0.343103,0.049865,0.052493,0.058591,0.625862,0.270889,0.279904,0.292633,3.003448,2.12938,2.182059,2.205455,4.02069,2.924528,2.869513,2.862867,1.931034,1.291105,1.15973,1.186128,2.074138,1.402965,1.288333,1.258138,0.444828,0.12938,-0.225606,-0.651861,-0.541379,-0.641509,-1.130005,-1.560265,,,,,,,,,3.003448,0.196552,2.12938,-0.06469,5.082759,0.196552,3.754717,-0.06469,5.082759,0.196552,3.754717,-0.06469,5.082759,0.196552,3.754717,-0.06469,5.082759,-0.572414,3.754717,-0.665768,,,,,29,0,0,77,0,0,77,0,0,77,0,0,77,1072,0,,,,5.082759,-0.963642,1177,176.4,5.95,20.4,-0.296552,loser,0.571802,822700.0,0.204171,low,False,,911,ok,bhavcopy_daily
INE00WY01013,Ganesh Films India Ltd.,SME,80.0,80.0,2018-07-31,80.0,82.0,0.0,0.025,0.00875,-0.015854,-0.014947,-0.016821,0.005,-0.019512,-0.022414,-0.032755,0.0475,0.021951,-0.006253,-0.008803,0.011875,-0.012805,0.089172,0.146663,-0.2725,-0.290244,-0.228227,-0.126788,-0.34375,-0.359756,-0.338755,-0.130677,-0.6025,-0.612195,-0.589798,-0.333655,-0.875,-0.878049,-1.266069,-1.414524,-0.7705,-0.776098,-1.506036,-1.66724,,,,,0.05625,-0.03625,0.030488,-0.059756,0.075,-0.0375,0.04878,-0.060976,0.075,-0.4125,0.04878,-0.426829,0.075,-0.4125,0.04878,-0.426829,0.075,-0.92575,0.04878,-0.927561,0.075,-0.92575,0.04878,-0.927561,16,2,0,59,87,0,59,140,0,59,140,0,59,1007,0,59,1007,0,0.075,-0.929663,993,86.0,5.94,15.0,-0.8125,loser,0.92003,115080.0,0.400259,low,False,,772,ok,bhavcopy_daily
