isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE591Q01016,Suumaya Lifestyle Ltd.,SME,SUULD,,2018-05-22,2018-05-25,2018-06-04,18.00,13.84,Fixed Price,NSE SME,Gretex Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,chittorgarh,10,chittorgarh,71.4,chittorgarh,,,18.00,chittorgarh,18.00,chittorgarh,17.60,chittorgarh,17.85,chittorgarh,Funding working capital requirements,chittorgarh,14,chittorgarh
INE792Z01011,Sirca Paints India Ltd.,SME,SIRCA,543686,2018-05-16,2018-05-22,2018-05-30,160.00,77.91,Bookbuilding,NSE SME,Navigant Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhaijee Portfolio Pvt.Ltd.,chittorgarh,74,chittorgarh,4.00,chittorgarh,5.1,chittorgarh,,,162.00,chittorgarh,165.00,chittorgarh,157.00,chittorgarh,164.80,chittorgarh,To finance the expenditure of Site/Plant Development and Purchase of Plant and Machinery | To part finance working capital requirements of the Company; | To meet General corporate purposes,chittorgarh,78,chittorgarh
INE870Z01015,Innovators Facade Systems Ltd.,SME,,541353,2018-05-14,2018-05-16,2018-05-24,72.00,40.76,Bookbuilding,BSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,chittorgarh,2.00,chittorgarh,4.9,chittorgarh,,,72.00,chittorgarh,75.60,chittorgarh,69.00,chittorgarh,75.60,chittorgarh,Upgradation and modernization of existing manufacturing facility | Funding the working capital requirements of the Company | General corporate purposes,chittorgarh,41,chittorgarh
INE00EM01016,Megastar Foods Ltd.,SME,MEGASTAR,541352,2018-05-14,2018-05-16,2018-05-24,30.00,8.04,Fixed Price,BSE SME,Swastika Investmart,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,30.50,chittorgarh,31.95,chittorgarh,30.50,chittorgarh,31.00,chittorgarh,To Meet Working Capital Requirement | General Corporate Purpose,chittorgarh,8,chittorgarh
INE574Z01013,Five Core Electronics Ltd.,SME,FIVECORE,,2018-05-09,2018-05-11,2018-05-21,140.00,46.66,Fixed Price,NSE SME,Indian Overseas Bank,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,44,chittorgarh,3.00,chittorgarh,6.4,chittorgarh,,,140.90,chittorgarh,147.90,chittorgarh,138.00,chittorgarh,145.50,chittorgarh,"To meet the working capital requirements of the Company | To meet the working capital requirements of the Subsidiary, 5 Core Acoustics Private Limited | General Corporate Purpose | Repayment of Unsecured Loan of Promoters/Directors",chittorgarh,47,chittorgarh
INE556Z01010,U.H.Zaveri Ltd.,SME,,541338,2018-05-08,2018-05-14,2018-05-22,36.00,7.99,Fixed Price,BSE SME,First Overseas,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,27.00,chittorgarh,27.00,chittorgarh,25.65,chittorgarh,25.65,chittorgarh,To meet working capital requirement,chittorgarh,8,chittorgarh
INE424Z01011,Milestone Furniture Ltd.,SME,,541337,2018-05-07,2018-05-11,2018-05-21,45.00,14.84,Fixed Price,BSE SME,Monarch Networth Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monarch Networth Capital Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,45.00,chittorgarh,45.45,chittorgarh,42.75,chittorgarh,44.45,chittorgarh,To set up the manufacturing facility to manufacture the modular and innovative furniture | Working Capital Requirement | General Corporate Expenses,chittorgarh,15,chittorgarh
INE255Z01019,E2E Networks Ltd.,SME,E2E,,2018-05-03,2018-05-07,2018-05-15,57.00,21.99,Fixed Price,NSE SME,Holani Consultants,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,15,chittorgarh,6,chittorgarh,27.3,chittorgarh,,,85.00,chittorgarh,89.25,chittorgarh,84.00,chittorgarh,89.00,chittorgarh,Working Capital requirements | General Corporate Purposes,chittorgarh,22,chittorgarh
INE250Z01010,Indo US Bio-Tech Ltd.,SME,INDOUS,541304,2018-04-30,2018-05-03,2018-05-11,51.00,7.29,Fixed Price,BSE SME,Swastika Investmart,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,55.05,chittorgarh,57.80,chittorgarh,55.05,chittorgarh,57.80,chittorgarh,Incremental Working Capital | General Corporate Purpose,chittorgarh,7,chittorgarh
INE256Z01025,Akshar Spintex Ltd.,SME,AKSHAR,541303,2018-04-27,2018-05-03,2018-05-11,40.00,26.99,Fixed Price,BSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,3,chittorgarh,23,chittorgarh,85.2,chittorgarh,,,40.00,chittorgarh,40.25,chittorgarh,38.00,chittorgarh,38.00,chittorgarh,Funding the working capital requirements of the Company | General corporate purposes,chittorgarh,27,chittorgarh
INE925Y01010,Godha Cabcon & Insulation Ltd.,SME,GODHA,,2018-04-27,2018-05-03,2018-05-11,33.00,9.91,Bookbuilding,NSE SME,Mark Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparkle Securities Solutions Pvt.Ltd.,chittorgarh,9,chittorgarh,1.00,chittorgarh,10.0,chittorgarh,,,31.00,chittorgarh,31.00,chittorgarh,31.00,chittorgarh,31.00,chittorgarh,To meet the Working Capital Requirements | To meet General Corporate Expenses,chittorgarh,10,chittorgarh
INE728Z01015,SoftTech Engineers Ltd.,SME,SOFTTECH,543470,2018-04-27,2018-05-03,2018-05-11,80.00,22.81,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,18,chittorgarh,4,chittorgarh,17.4,chittorgarh,,,72.50,chittorgarh,73.00,chittorgarh,72.00,chittorgarh,72.00,chittorgarh,Product Development and Enhancement Costs | Funding of the Domestic and International Product Penetration and Marketing Costs | Repayment/ Pre-payment of certain unsecured borrowings availed by the Company | General corporate purposes,chittorgarh,23,chittorgarh
INE506Z01015,Dhruv Consultancy Services Ltd.,SME,DHRUV,541302,2018-04-27,2018-05-02,2018-05-10,54.00,23.20,Fixed Price,BSE SME,Hem Securities,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,22,chittorgarh,1.00,chittorgarh,4.3,chittorgarh,,,53.40,chittorgarh,56.05,chittorgarh,52.55,chittorgarh,56.05,chittorgarh,Repayment/ prepayment of certain indebtedness. | To Meet Working Capital requirements. | General Corporate Expenses.,chittorgarh,23,chittorgarh
INE871Z01013,Dr Lalchandani Labs Ltd.,SME,,541299,2018-04-25,2018-04-27,2018-05-09,30.00,4.20,Fixed Price,BSE SME,Navigant Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,29.95,chittorgarh,29.95,chittorgarh,28.50,chittorgarh,28.50,chittorgarh,"To open second major processing center (2000 sq. ft. area) in Delhi/NCR. | Repayment/pre-payment, in full or part, of certain borrowings availed by the Company | To purchase advanced machinery and equipment | To open new collection centers based on COCO model | To Develop E- Applications and E Programs and other I.T. support system. | For Recruitment, Training and Placement of staff to expand operations and other operational expenses | For general corporate purposes",chittorgarh,4,chittorgarh
INE087Z01024,Aakash Exploration Services Ltd.,SME,AAKASH,,2018-04-17,2018-04-19,2018-04-27,56.00,10.08,Fixed Price,NSE SME,Monarch Networth Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monarch Networth Capital Ltd.,chittorgarh,10,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,55.75,chittorgarh,57.00,chittorgarh,53.00,chittorgarh,57.00,chittorgarh,Payment of Cash Credit Facilities | Repayment of Unsecured Loans | Working Capital Requirement | General Corporate Purpose,chittorgarh,10,chittorgarh
INE961Y01015,Mahickra Chemicals Ltd.,SME,MAHICKRA,,2018-04-16,2018-04-18,2018-04-26,25.00,5.25,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,35.00,chittorgarh,36.75,chittorgarh,35.00,chittorgarh,36.75,chittorgarh,Funding the working capital requirements of the Company | General Corporate Purpose,chittorgarh,5,chittorgarh
INE032Z01020,Bombay Super Hybrid Seeds Ltd.,SME,BSHSL,,2018-04-12,2018-04-17,2018-04-25,60.00,10.39,Fixed Price,NSE SME,Monarch Networth Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monarch Networth Capital Ltd.,chittorgarh,10,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,60.00,chittorgarh,63.00,chittorgarh,57.00,chittorgarh,63.00,chittorgarh,Working capital Requirements | Repayment of Loan | General Corporate Purpose,chittorgarh,10,chittorgarh
INE626Z01029,Garv Industries Ltd.,SME,HARDWYN,541276,2018-04-12,2018-04-17,2018-04-25,10.00,3.20,Fixed Price,BSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,10.00,chittorgarh,10.30,chittorgarh,10.00,chittorgarh,10.00,chittorgarh,Working Capital Requirements | Funding expenditure for General Corporate Purposes,chittorgarh,3,chittorgarh
INE557Z01018,Power & Instrumentation (Gujarat) Ltd.,SME,PIGL,543912,2018-04-11,2018-04-13,2018-04-23,33.00,6.15,Fixed Price,NSE SME,Navigant Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khambatta Securities Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,35.00,chittorgarh,35.90,chittorgarh,34.00,chittorgarh,34.90,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses,chittorgarh,6,chittorgarh
INE117Z01011,Narmada Agrobase Ltd.,SME,NARMADA,543643,2018-03-28,2018-04-11,2018-04-19,32.00,7.49,Fixed Price,NSE SME,Corporate Capitalventures,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,31.95,chittorgarh,31.95,chittorgarh,30.60,chittorgarh,31.90,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses,chittorgarh,7,chittorgarh
INE182Z01015,S.S.Infrastructure Development Consultants Ltd.,SME,SSINFRA,,2018-03-28,2018-04-05,2018-04-12,40.00,17.11,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,16,chittorgarh,1.00,chittorgarh,5.9,chittorgarh,,,42.95,chittorgarh,43.90,chittorgarh,41.20,chittorgarh,43.10,chittorgarh,Renovation of existing offices and Opening of new branch office | Purchasing of software’s and hardware’s | Repayment of Secured & Unsecured loans availed by the Company | Funding the working capital requirements of the Company | General Corporate Purpose,chittorgarh,17,chittorgarh
INE511Y01018,MMP Industries Ltd.,SME,MMP,,2018-03-28,2018-04-04,2018-04-12,188.00,84.60,Bookbuilding,NSE SME,Oneview Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,80,chittorgarh,5.00,chittorgarh,5.9,chittorgarh,24.11,chittorgarh,190.00,chittorgarh,199.50,chittorgarh,190.00,chittorgarh,199.50,chittorgarh,"Setting up a new facility for manufacturing of Atomised Aluminium Powder , Pyro and Flake Aluminium Powder and Aluminium Foils | Prepayment or repayment of a portion of loan facilities availed by the Company | General Corporate Purposes",chittorgarh,85,chittorgarh
INE301Z01011,Soni Soya Products Ltd.,SME,SONISOYA,,2018-03-28,2018-04-04,2018-04-12,25.00,4.50,Fixed Price,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,25.10,chittorgarh,25.30,chittorgarh,25.10,chittorgarh,25.20,chittorgarh,General Corporate Purpose | Working Capital Requirements,chittorgarh,5,chittorgarh
INE709Z01015,Vera Synthetic Ltd.,SME,VERA,,2018-03-28,2018-04-04,2018-04-12,40.00,5.34,Fixed Price,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,44.85,chittorgarh,48.70,chittorgarh,44.30,chittorgarh,44.30,chittorgarh,Funding the working capital requirements of the Company | General corporate purposes,chittorgarh,5,chittorgarh
INE680Z01018,AVG Logistics Ltd.,SME,AVG,543910,2018-03-28,2018-04-03,2018-04-11,107.00,33.06,Bookbuilding,NSE SME,Systematix Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Systematix Shares & Stocks (India) Ltd.,chittorgarh,31,chittorgarh,2.00,chittorgarh,6.1,chittorgarh,,,113.00,chittorgarh,118.65,chittorgarh,112.00,chittorgarh,118.55,chittorgarh,Setting up warehousing facilities at Agartala and Mysore | Working Capital Requirement | General Corporate Purpose | Total,chittorgarh,33,chittorgarh
INE175Y01012,Penta Gold Ltd.,SME,PENTAGOLD,,2018-03-23,2018-03-27,2018-04-25,37.00,13.32,Fixed Price,NSE SME,Inventure Merchant Banker,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM Securities Ltd.,chittorgarh,13,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,37.00,chittorgarh,37.00,chittorgarh,36.50,chittorgarh,37.00,chittorgarh,Augmenting additional working capital requirements | General Corporate Purposes,chittorgarh,13,chittorgarh
INE459Z01017,Taylormade Renewables Ltd.,SME,,541228,2018-03-22,2018-03-27,2018-04-06,35.00,11.34,Fixed Price,BSE SME,Oneview Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,11,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,36.00,chittorgarh,37.80,chittorgarh,35.80,chittorgarh,37.80,chittorgarh,Working capital requirement | General corporate purposes | Issue Expenses,chittorgarh,11,chittorgarh
INE426Z01016,Orissa Bengal Carrier Ltd.,SME,OBCL,541206,2018-03-22,2018-03-26,2018-04-05,30.00,16.69,Fixed Price,BSE SME,Oneview Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,16,chittorgarh,1.00,chittorgarh,5.9,chittorgarh,,,31.90,chittorgarh,33.45,chittorgarh,31.90,chittorgarh,33.45,chittorgarh,Funding of working capital requirements of the Company | Issue Expenses,chittorgarh,17,chittorgarh
INE542Z01028,Kapston Facilities Management Ltd.,SME,KAPSTON,,2018-03-21,2018-03-23,2018-04-04,92.00,21.20,Fixed Price,NSE SME,CKP Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,10,chittorgarh,11,chittorgarh,52.4,chittorgarh,,,92.50,chittorgarh,93.00,chittorgarh,92.10,chittorgarh,92.55,chittorgarh,Part Finance Working Capital Requirement | Part Repay unsecured loans | General Corporate Purposes | Issue Expenses,chittorgarh,21,chittorgarh
INE340Z01019,Continental Seeds & Chemicals Ltd.,SME,CONTI,,2018-03-21,2018-03-23,2018-04-04,26.00,4.21,Fixed Price,NSE SME,Navigant Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,26.00,chittorgarh,27.30,chittorgarh,24.70,chittorgarh,25.75,chittorgarh,To part finance working capital requirements of the Company | General corporate purposes.,chittorgarh,4,chittorgarh
INE495Z01011,Benara Bearings & Pistons Ltd.,SME,,541178,2018-03-20,2018-03-22,2018-04-03,63.00,33.49,Bookbuilding,BSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,32,chittorgarh,1.00,chittorgarh,3.0,chittorgarh,,,64.00,chittorgarh,64.00,chittorgarh,61.00,chittorgarh,61.95,chittorgarh,Expansion of the Company by way of opening retail stores for automobile parts across the country | Funding the working capital requirements of the Subsidiary BSPL | Funding the working capital requirements of the Company | General Corporate Purpose,chittorgarh,33,chittorgarh
INE616Z01012,Yasho Industries Ltd.,SME,YASHO,541167,2018-03-19,2018-03-21,2018-04-02,100.00,28.99,Fixed Price,BSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,8,chittorgarh,20,chittorgarh,69.0,chittorgarh,,,101.25,chittorgarh,101.25,chittorgarh,100.00,chittorgarh,101.25,chittorgarh,"Expansion and up-gradation project at our existing manufacturing facilities at Vapi, Gujarat | Total",chittorgarh,29,chittorgarh
INE614Z01017,Giriraj Civil Developers Ltd.,SME,GIRIRAJ,,2018-03-19,2018-03-21,2018-04-02,100.00,9.00,Fixed Price,NSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,3,chittorgarh,6,chittorgarh,66.7,chittorgarh,,,101.00,chittorgarh,101.00,chittorgarh,100.10,chittorgarh,100.10,chittorgarh,Repayment Of Unsecured Loans | Expenditure for General Corporate Purposes,chittorgarh,9,chittorgarh
INE997Y01027,Mittal Life Style Ltd.,SME,MITTAL,,2018-03-19,2018-03-21,2018-04-02,21.00,4.41,Fixed Price,NSE SME,Sarthi Capital Advisors,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,21.00,chittorgarh,21.00,chittorgarh,21.00,chittorgarh,21.00,chittorgarh,Repayment of Unsecured Borrowings | General Corporate Purpose | Issue Expenses,chittorgarh,4,chittorgarh
INE568Z01015,Uravi T & Wedge Lamps Ltd.,SME,URAVIDEF,543930,2018-03-16,2018-03-20,2018-03-28,100.00,15.00,Fixed Price,NSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,4,chittorgarh,10,chittorgarh,66.7,chittorgarh,,,101.25,chittorgarh,102.25,chittorgarh,101.25,chittorgarh,102.25,chittorgarh,Funding Long Term Working Capital Requirement | Expenditure for General Corporate Purposes,chittorgarh,15,chittorgarh
INE705X01026,Advitiya Trade India Ltd.,SME,GOYALALUM,541152,2018-03-14,2018-03-16,2018-03-26,15.00,4.31,Fixed Price,BSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,15.01,chittorgarh,15.76,chittorgarh,15.01,chittorgarh,15.76,chittorgarh,Working Capital Requirements | Funding expenditure for General Corporate Purposes,chittorgarh,4,chittorgarh
INE314Z01014,Ridings Consulting Engineers India Ltd.,SME,,541151,2018-03-14,2018-03-16,2018-03-26,18.00,6.55,Fixed Price,BSE SME,Swastika Investmart,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,18.50,chittorgarh,18.50,chittorgarh,18.00,chittorgarh,18.00,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses,chittorgarh,7,chittorgarh
INE555Z01020,Tara Chand Logistic Solutions Ltd.,SME,TARACHAND,,2018-03-13,2018-03-15,2018-03-23,55.00,20.46,Fixed Price,NSE SME,Hem Securities,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,19,chittorgarh,1.00,chittorgarh,5.0,chittorgarh,,,49.00,chittorgarh,56.05,chittorgarh,47.70,chittorgarh,49.05,chittorgarh,Repayment of Certain Secured Borrowings availed by the Company | Purchase of Capital Equipment | To meet working capital requirement | General Corporate purposes,chittorgarh,20,chittorgarh
INE860Y01019,Lex Nimble Solutions Ltd.,SME,,541196,2018-03-12,2018-03-23,2018-04-04,57.00,6.34,Fixed Price,BSE SME,Quintessence,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sernet Financial Services Pvt.Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,58.65,chittorgarh,58.65,chittorgarh,55.35,chittorgarh,55.35,chittorgarh,Foraying into CMMI consulting | Establishment as an ISO certifying body | Customisation of SimpleLaw for the Indian market | General Corporate Purposes | Issue Expenses,chittorgarh,6,chittorgarh
INE380Z01015,Active Clothing Co.Ltd.,SME,,541144,2018-03-12,2018-03-16,2018-03-26,65.00,26.56,Fixed Price,BSE SME,Ajcon Global,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ajcon Global Services Ltd.,chittorgarh,25,chittorgarh,2.00,chittorgarh,7.4,chittorgarh,,,64.95,chittorgarh,66.40,chittorgarh,61.75,chittorgarh,65.65,chittorgarh,Incremental Working Capital Requirement | Issue Expenses | General Corporate purposes,chittorgarh,27,chittorgarh
INE575Z01010,Marvel Decor Ltd.,SME,MDL,,2018-03-12,2018-03-15,2018-03-23,57.00,26.29,Fixed Price,NSE SME,Sarthi Capital Advisors,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,25,chittorgarh,1.00,chittorgarh,3.8,chittorgarh,,,57.75,chittorgarh,59.00,chittorgarh,51.00,chittorgarh,57.85,chittorgarh,To meet the working capital requirements of the Company | Repayment of Unsecured Loans of Promoters/Directors | General Corporate Purpose | Issue Expenses,chittorgarh,26,chittorgarh
INE155Z01011,Macpower CNC Machines Ltd.,SME,MACPOWER,,2018-03-12,2018-03-14,2018-03-22,140.00,36.61,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,34,chittorgarh,3.00,chittorgarh,8.1,chittorgarh,,,149.00,chittorgarh,164.95,chittorgarh,140.00,chittorgarh,162.05,chittorgarh,Setting up of Backward Integration Facility | General corporate purposes,chittorgarh,37,chittorgarh
INE452Z01012,Shreeshay Engineers Ltd.,SME,,541112,2018-03-09,2018-03-13,2018-03-21,15.00,5.40,Fixed Price,BSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,15.25,chittorgarh,15.25,chittorgarh,15.05,chittorgarh,15.23,chittorgarh,Funding Working Capital Requirement; and | Funding expenditure for General Corporate Purposes,chittorgarh,5,chittorgarh
INE464Z01017,Inflame Appliances Ltd.,SME,,541083,2018-03-06,2018-03-08,2018-03-16,54.00,6.48,Fixed Price,BSE SME,Swastika Investmart,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,53.35,chittorgarh,53.35,chittorgarh,50.70,chittorgarh,50.70,chittorgarh,Working Capital Requirements | Capital Expenditure | General Corporate Expenses,chittorgarh,6,chittorgarh
INE324X01026,Sarveshwar Foods Ltd.,SME,SARVESHWAR,543688,2018-03-05,2018-03-07,2018-03-15,85.00,54.97,Bookbuilding,NSE SME,Asit C.Mehta Investment,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keynote Capitals Ltd.,chittorgarh,52,chittorgarh,3.00,chittorgarh,5.5,chittorgarh,,,83.00,chittorgarh,83.00,chittorgarh,68.05,chittorgarh,70.55,chittorgarh,,,55,chittorgarh
INE481Z01011,Uniinfo Telecom Services Ltd.,SME,UNIINFO,,2018-03-05,2018-03-07,2018-03-15,55.00,15.59,Fixed Price,NSE SME,Systematix Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Systematix Shares & Stocks (India) Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,56.00,chittorgarh,56.80,chittorgarh,52.50,chittorgarh,55.75,chittorgarh,To meet working capital requirement of the Company | Repayment of Debts | Towards General Corporate Purposes | To meet the Issue Expenses,chittorgarh,16,chittorgarh
INE482Z01019,East India Securities Ltd.,SME,,541053,2018-03-05,2018-03-07,2018-03-13,920.00,92.74,Fixed Price,BSE SME,Finshore Management,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shree Bahubali Stock Broking Ltd.,chittorgarh,,,88,chittorgarh,94.6,chittorgarh,,,921.90,chittorgarh,931.00,chittorgarh,921.90,chittorgarh,930.00,chittorgarh,,,93,chittorgarh
