isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src
INE0J0B01017,Kotyark Industries Ltd.,SME,KOTYARK,544726,2021-10-21,2021-10-25,2021-11-02,51.00,11.26,Fixed Price,NSE SME,Beeline Broking,2021,Sunflower Broking Pvt.Ltd.,chittorgarh,11,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,51.00,chittorgarh,51.90,chittorgarh,48.45,chittorgarh,48.45,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses | Public Issue Expenses,chittorgarh,11,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0GN101014,D.K.Enterprises Global Ltd.,SME,DKEGL,,2021-10-07,2021-10-12,2021-10-22,40.00,7.99,Fixed Price,NSE SME,Beeline Broking,2021,Nikunj Stock Brokers Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,42.00,chittorgarh,44.10,chittorgarh,41.00,chittorgarh,43.30,chittorgarh,"Acquisition of Land for new Manufacturing Plant at Baddi, Himachal Pradesh | Construction of Building and Civil Work for new Manufacturing Plant at Baddi, Himachal Pradesh | Purchase of Plant and Machinery at new Manufacturing Plant at Baddi, Himachal Pradesh | Incremental Working Capital Requirements | For General Corporate Purposes | Total",chittorgarh,8,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0IGO01011,Destiny Logistics & Infra Ltd.,SME,DESTINY,,2021-09-30,2021-10-05,2021-10-13,20.00,5.39,Fixed Price,NSE SME,Finshore Management,2021,Nikunj Stock Brokers Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,20.70,chittorgarh,20.70,chittorgarh,19.70,chittorgarh,19.70,chittorgarh,To meet Working Capital requirement | General Corporate Expenses | Public Issue Expenses,chittorgarh,5,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0DZ701010,Dynamic Services & Security Ltd.,SME,DYNAMIC,,2021-09-30,2021-10-05,2021-10-13,51.00,24.13,Fixed Price,NSE SME,Finshore Management,2021,Nikunj Stock Brokers Ltd.,chittorgarh,23,chittorgarh,1.00,chittorgarh,4.2,chittorgarh,,,53.00,chittorgarh,55.65,chittorgarh,50.35,chittorgarh,53.55,chittorgarh,To meet Working Capital Requirement | General Corporate Expenses | Public Issue Expenses,chittorgarh,24,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0GD201014,Samor Reality Ltd.,SME,,543376,2021-09-30,2021-10-05,2021-10-13,62.00,8.06,Fixed Price,BSE SME,Beeline Broking,2021,Sunflower Broking Pvt.Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,64.80,chittorgarh,65.00,chittorgarh,62.35,chittorgarh,62.45,chittorgarh,Investment into our subsidiary namely M/s Samor & Motherland LLP (“SML”) | General Corporate Expenses | Public Issue Expenses,chittorgarh,8,chittorgarh,,,,,,,,,,,,,,,,,,,,,,9.64,,,0.14,,,0.1,,,0.07,,,3.1,,,7.34,,,10.87,,,-8.74,1.04,3.23,2.37,9.64,0.1,Mar 2021,1,,screener,,
INE0CWK01019,Adishakti Loha & Ispat Ltd.,SME,,543377,2021-09-30,2021-10-05,2021-10-13,11.00,2.00,Fixed Price,BSE SME,Turnaround Corporate,2021,NNM Securities Pvt.Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,12.00,chittorgarh,12.00,chittorgarh,11.40,chittorgarh,11.40,chittorgarh,To meet the incremental working capital requirements | General Corporate Purpose,chittorgarh,2,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0H8H01019,CWD Ltd.,SME,,543378,2021-09-30,2021-10-05,2021-10-13,180.00,18.01,Fixed Price,BSE SME,Aryaman Financial,2021,Aryaman Capital Markets Ltd.,chittorgarh,14,chittorgarh,3,chittorgarh,16.7,chittorgarh,,,180.90,chittorgarh,189.00,chittorgarh,180.15,chittorgarh,180.60,chittorgarh,Security Deposit towards acquisition of Registered Office on a long term lease basis | Funding Working Capital requirements | General Corporate Purpose,chittorgarh,18,chittorgarh,,,,,,,,,,,,,,,,,,,,,3.02,3.39,,1.02,1.39,,0.51,1.37,,3.19,0.99,,,,,,,,,,,-0.74,0.39,40.41,,,3.39,1.37,Mar 2021,2,,screener,,
INE0I2F01015,Promax Power Ltd.,SME,,543375,2021-09-30,2021-10-04,2021-10-12,10.00,1.60,Fixed Price,BSE SME,Finshore Management,2021,Nikunj Stock Brokers Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,11.00,chittorgarh,11.55,chittorgarh,11.00,chittorgarh,11.55,chittorgarh,To meet Working Capital Requirement | General Corporate Expenses | Public Issue Expenses,chittorgarh,2,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0I3Y01014,Bombay Metrics Supply Chain Ltd.,SME,BMETRICS,,2021-09-30,2021-10-04,2021-10-12,93.00,4.29,Fixed Price,NSE SME,Unistone Capital,2021,Rikhav Securities Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,98.30,chittorgarh,103.20,chittorgarh,98.30,chittorgarh,103.20,chittorgarh,Working Capital Requirements | General corporate purposes | Issue Expenses,chittorgarh,4,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0HLJ01013,Shri Venkatesh Refineries Ltd.,SME,,543373,2021-09-29,2021-10-01,2021-10-11,40.00,11.71,Fixed Price,BSE SME,Hem Securities,2021,Hem Finlease Pvt.Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,42.00,chittorgarh,43.50,chittorgarh,42.00,chittorgarh,42.10,chittorgarh,To meet Working Capital requirements | General Corporate Purpose,chittorgarh,12,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE02KC01010,Jainam Ferro Alloys (I) Ltd.,SME,JAINAM,,2021-09-28,2021-09-30,2021-10-08,70.00,19.61,Fixed Price,NSE SME,Hem Securities,2021,Hem Finlease Pvt.Ltd.,chittorgarh,8,chittorgarh,11,chittorgarh,55.0,chittorgarh,,,73.00,chittorgarh,76.65,chittorgarh,73.00,chittorgarh,73.10,chittorgarh,To meet Working Capital requirements | General Corporate Purpose,chittorgarh,20,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0H1201020,Getalong Enterprise Ltd.,SME,,543372,2021-09-27,2021-09-30,2021-10-08,69.00,5.18,Fixed Price,BSE SME,Shreni Shares,2021,Shreni Shares Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,73.05,chittorgarh,76.70,chittorgarh,72.10,chittorgarh,76.70,chittorgarh,Funding working capital requirements | General corporate purposes,chittorgarh,5,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0GOJ01027,Quadpro ITeS Ltd.,SME,QUADPRO,,2021-09-20,2021-09-22,2021-09-30,20.00,14.10,Fixed Price,NSE SME,Beeline Broking,2021,Beeline Broking Ltd.,chittorgarh,12,chittorgarh,2,chittorgarh,14.3,chittorgarh,,,19.80,chittorgarh,20.00,chittorgarh,18.85,chittorgarh,19.85,chittorgarh,To Meet Capital Expenditure Requirements | Acquisitions and Other Strategic Initiatives | For General Corporate Purposes,chittorgarh,14,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0DLM01024,SBL Infratech Ltd.,SME,,543366,2021-09-16,2021-09-20,2021-09-28,111.00,2.49,Fixed Price,BSE SME,Novus Capital,2021,Nikunj Stock Brokers Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,130.00,chittorgarh,130.00,chittorgarh,125.00,chittorgarh,125.00,chittorgarh,To meet out the Working Capital requirements of the Company | To meet out the General Corporate Purposes,chittorgarh,2,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0FW001016,Markolines Traffic Controls Ltd.,SME,MARKOLINES,543364,2021-09-15,2021-09-20,2021-09-27,78.00,40.00,Fixed Price,BSE SME,Gretex Corporate,2021,Gretex Share Broking Pvt.Ltd.,chittorgarh,38,chittorgarh,2.00,chittorgarh,5.0,chittorgarh,,,62.20,chittorgarh,65.30,chittorgarh,59.10,chittorgarh,65.30,chittorgarh,Prepayment / Repayment of certain debt facilities availed by our company | Funding of Working Capital Requirements of our company | General Corporate Purposes,chittorgarh,40,chittorgarh,,,,,,,,,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,investorgain,
INE0GAO01018,Prevest Denpro Ltd.,SME,,543363,2021-09-15,2021-09-17,2021-09-27,84.00,26.61,Bookbuilding,BSE SME,Hem Securities,2021,Hem Finlease Pvt.Ltd.,chittorgarh,25,chittorgarh,2.00,chittorgarh,7.4,chittorgarh,7.58,chittorgarh,180.55,chittorgarh,189.55,chittorgarh,180.55,chittorgarh,189.55,chittorgarh,"Purchase of machineries, equipments and utilities for manufacturing of proposed additional line of products, R&D unit and existing manufacturing operations | General Corporate Purpose | To meet Issue Expenses",chittorgarh,27,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0HQI01014,BEW Engineering Ltd.,SME,BEWLTD,,2021-09-02,2021-09-07,2021-09-16,58.00,3.97,Fixed Price,NSE SME,First Overseas,2021,NNM Securities Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,127.60,chittorgarh,133.95,chittorgarh,127.60,chittorgarh,133.95,chittorgarh,"Meeting additional Working Capital Requirements, | General Corporate Purpose",chittorgarh,4,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0DTJ01015,Platinumone Business Services Ltd.,SME,,543352,2021-09-02,2021-09-07,2021-09-16,92.00,3.89,Fixed Price,BSE SME,Gretex Corporate,2021,Gretex Share Broking Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,99.95,chittorgarh,104.90,chittorgarh,99.95,chittorgarh,104.90,chittorgarh,To Meet working capital requirement | General Corporate Purposes,chittorgarh,4,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0GOA01018,Naapbooks Ltd.,SME,,543351,2021-09-01,2021-09-06,2021-09-15,74.00,3.99,Bookbuilding,BSE SME,GYR Capital,2021,Beeline Broking Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,77.00,chittorgarh,77.70,chittorgarh,74.00,chittorgarh,74.00,chittorgarh,Funding the working capital requirements of the company | Funding purchases of equipment; | Marketing initiatives; | General Corporate Purposes,chittorgarh,4,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0HPK01012,DU Digital Technologies Ltd.,SME,DUDIGITAL,,2021-08-12,2021-08-17,2021-08-26,65.00,4.49,Fixed Price,NSE SME,Hem Securities,2021,Hem Finlease Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,60.00,chittorgarh,63.00,chittorgarh,57.00,chittorgarh,63.00,chittorgarh,"To meet Working Capital requirements | To make investment in the Subsidiary Company, Dudigital Global LLC | General Corporate Purpose",chittorgarh,4,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0EAX01014,Aashka Hospitals Ltd.,SME,,543346,2021-08-10,2021-08-24,2021-09-01,121.00,101.64,Fixed Price,BSE SME,Fedex Securities,2021,Rikhav Securities Ltd.,chittorgarh,60,chittorgarh,36,chittorgarh,35.3,chittorgarh,,,121.10,chittorgarh,121.10,chittorgarh,115.05,chittorgarh,115.05,chittorgarh,"Repayment / prepayment, in full or part, of certain borrowings availed by thr Company; | Funding of our inorganic growth initiatives | General corporate purposes",chittorgarh,102,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE00D001018,Rex Pipes & Cables Industries Ltd.,SME,REXPIPES,,2021-07-28,2021-08-02,2021-08-10,26.00,6.24,Fixed Price,NSE SME,Navigant Corporate,2021,,,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,26.70,chittorgarh,28.00,chittorgarh,26.50,chittorgarh,26.80,chittorgarh,To part finance the requirement of Incremental Working Capital | To meet General corporate purposes,chittorgarh,6,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0FFK01017,Network People Services Technologies Ltd.,SME,NPST,544396,2021-07-28,2021-08-02,2021-08-10,80.00,13.70,Bookbuilding,NSE SME,BOI Merchant Bankers,2021,Maverick Share Brokers Pvt.Ltd.,chittorgarh,13,chittorgarh,1.00,chittorgarh,7.1,chittorgarh,,,83.95,chittorgarh,83.95,chittorgarh,79.80,chittorgarh,79.90,chittorgarh,Development of TimePay® | Acquiring IT hardware and equipment’s | Marketing and promotion of TimePay® | General corporate purposes,chittorgarh,14,chittorgarh,,,,,,,,,,,,,,,,,,,,18.0,15.0,15.0,3.0,2.0,3.0,1.0,1.0,1.0,4.5,3.47,0.8,5.0,6.0,6.0,0.0,0.0,0.0,9.0,10.0,17.0,1.0,3.0,2.0,6.67,16.67,0.0,15.0,1.0,Mar 2021,3,,screener,,
INE199P01028,Gretex Corporate Services Ltd.,SME,GCSL,543324,2021-07-27,2021-07-30,2021-08-09,170.00,5.13,Fixed Price,BSE SME,Aryaman Financial,2021,Intellect Stock Broking Ltd.,chittorgarh,4,chittorgarh,1,chittorgarh,20.0,chittorgarh,,,172.00,chittorgarh,180.60,chittorgarh,171.15,chittorgarh,180.60,chittorgarh,Payment of Security Deposit for renting of office space and | Working Capital Requirements | General Corporate Purposes,chittorgarh,5,chittorgarh,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-1.0,1.0,0.0,-2.0,1.0,0.2,-1.27,0.36,5.65,3.65,5.9,3.0,4.0,2.0,9.0,8.0,10.0,0.0,-0.0,1.0,33.33,16.95,0.34,3.0,1.0,Mar 2021,3,,screener,,
INE0C5901022,AA Plus Tradelink Ltd.,SME,,543319,2021-07-08,2021-07-13,2021-07-22,18.00,6.48,Fixed Price,BSE SME,Inventure Merchant Banker,2021,Sernet Financial Services Pvt.Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,17.50,chittorgarh,17.50,chittorgarh,17.50,chittorgarh,17.50,chittorgarh,Augmenting additional working capital requirements | General Corporate Purposes,chittorgarh,6,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0DXR01010,Focus Business Solution Ltd.,SME,,543312,2021-06-30,2021-07-05,2021-07-13,19.00,1.22,Fixed Price,BSE SME,Navigant Corporate,2021,Nikunj Stock Brokers Ltd.,chittorgarh,1,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,29.35,chittorgarh,29.35,chittorgarh,27.90,chittorgarh,27.90,chittorgarh,To part finance working capital requirements of the Company | General corporate purposes,chittorgarh,1,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0G2G01015,Walpar Nutritions Ltd.,SME,WALPAR,,2021-06-30,2021-07-05,2021-07-13,55.00,6.60,Fixed Price,NSE SME,Beeline Broking,2021,Nikunj Stock Brokers Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,59.95,chittorgarh,62.85,chittorgarh,57.00,chittorgarh,57.00,chittorgarh,Investment in Subsidiary | To Meet Incremental Working Capital Requirements | General Corporate Purpose | Public Issue expenses,chittorgarh,7,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0B6101012,Times Green Energy (India) Ltd.,SME,,543310,2021-06-16,2021-06-22,2021-06-30,61.00,4.05,Fixed Price,BSE SME,Aryaman Financial,2021,Aryaman Capital Markets Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,61.40,chittorgarh,64.45,chittorgarh,61.00,chittorgarh,61.60,chittorgarh,Funding Working Capital Requirement | Funding Purchase and Set-up of Registered Office | Funding Purchase of Vehicle and ERP Package | Funding Setting up of Sanitary Napkin SBUs | To fund expenditure for General Corporate Purposes,chittorgarh,4,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0H8J01015,Adeshwar Meditex Ltd.,SME,,543309,2021-06-15,2021-06-18,2021-06-28,25.00,9.75,Fixed Price,BSE SME,Aryaman Financial,2021,Aryaman Capital Markets Ltd.,chittorgarh,9,chittorgarh,1.00,chittorgarh,10.0,chittorgarh,,,25.25,chittorgarh,25.50,chittorgarh,25.10,chittorgarh,25.15,chittorgarh,Part Repayment of Loans | Funding Working capital requirements | General Corporate Purpose,chittorgarh,10,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0DB001013,Navoday Enterprises Ltd.,SME,,543305,2021-06-14,2021-06-17,2021-06-25,20.00,4.61,Fixed Price,BSE SME,Inventure Merchant Banker,2021,NNM Securities Pvt.Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,19.50,chittorgarh,19.50,chittorgarh,18.55,chittorgarh,18.55,chittorgarh,"Meeting Additional Working Capital Requirements, and | General Corporate Purpose",chittorgarh,5,chittorgarh,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,investorgain,
INE0CAJ01017,Abhishek Integrations Ltd.,SME,AILIMITED,,2021-06-08,2021-06-11,2021-06-21,50.00,4.95,Fixed Price,NSE SME,Beeline Broking,2021,Nikunj Stock Brokers Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,40.00,chittorgarh,40.00,chittorgarh,38.00,chittorgarh,38.00,chittorgarh,To Meet Incremental Working Capital Requirements | General Corporate Purpose,chittorgarh,5,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE04CO01018,Kuberan Global Edu Solutions Ltd.,SME,KGES,543289,2021-04-20,2021-04-27,2021-05-05,20.00,1.12,Fixed Price,BSE SME,Fedex Securities,2021,Rikhav Securities Ltd.,chittorgarh,1,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,21.00,chittorgarh,22.05,chittorgarh,20.20,chittorgarh,22.05,chittorgarh,Capital  expenditure  for Digitalizing  Banking  Course through online mode by using Information Technology | General Corporate Purposes,chittorgarh,1,chittorgarh,,,,,,,,,,,,,,,,,,,,,0.91,0.93,,0.21,0.17,,0.03,0.0,,0.2,0.0,,1.54,1.63,,0.03,0.01,,1.58,1.64,,0.0,0.07,0.0,0.0,0.01,0.93,0.0,Mar 2021,2,,screener,,
INE0D9X01018,Jetmall Spices & Masala Ltd.,SME,,543286,2021-03-31,2021-04-07,2021-04-19,20.00,4.98,Fixed Price,BSE SME,Mark Corporate,2021,Harjivandas Nemidas Securities Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,20.50,chittorgarh,21.00,chittorgarh,19.50,chittorgarh,19.50,chittorgarh,Setting up of Ten (10) new Retail Outlets | To meet the Working Capital Requirements | General Corporate Purposes | Issue Expenses,chittorgarh,5,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0CQ101015,Rajeshwari Cans Ltd.,SME,,543285,2021-03-31,2021-04-06,2021-04-15,20.00,4.03,Fixed Price,BSE SME,Fedex Securities,2021,Beeline Broking Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,20.75,chittorgarh,21.00,chittorgarh,20.00,chittorgarh,20.00,chittorgarh,Meeting incremental working capital requirements | General corporate purposes,chittorgarh,4,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0GXK01018,V-Marc India Ltd.,SME,VMARCIND,,2021-03-25,2021-03-31,2021-04-09,39.00,23.40,Bookbuilding,NSE SME,Pantomath Capital,2021,Pentagon Stock Brokers Pvt.Ltd.,chittorgarh,22,chittorgarh,1.00,chittorgarh,4.3,chittorgarh,,,46.50,chittorgarh,48.60,chittorgarh,44.20,chittorgarh,47.10,chittorgarh,Funding capital expenditure for the Project | Funding the working capital requirements of our Company | General corporate purposes,chittorgarh,23,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0CPR01018,EKI Energy Services Ltd.,SME,,543284,2021-03-24,2021-03-26,2021-04-07,102.00,18.60,Bookbuilding,BSE SME,Hem Securities,2021,Hem Finlease Pvt.Ltd.,chittorgarh,18,chittorgarh,1.00,chittorgarh,5.3,chittorgarh,5.28,chittorgarh,140.00,chittorgarh,147.00,chittorgarh,140.00,chittorgarh,147.00,chittorgarh,To meet Working Capital requirements | General Corporate Purpose,chittorgarh,19,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0A1E01018,Siddhika Coatings Ltd.,SME,SIDDHIKA,,2021-03-24,2021-03-26,2021-04-07,57.00,4.70,Fixed Price,NSE SME,Unistone Capital,2021,Rikhav Securities Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,55.00,chittorgarh,58.00,chittorgarh,54.15,chittorgarh,56.95,chittorgarh,Working Capital Requirements | General Corporate Purposes | Issue Expenses,chittorgarh,5,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0GX601011,NIKS Technology Ltd.,SME,,543282,2021-03-19,2021-03-23,2021-03-31,201.00,2.01,Fixed Price,BSE SME,Gretex Corporate,2021,Gretex Share Broking Pvt.Ltd.,chittorgarh,0.5588,chittorgarh,1,chittorgarh,50.0,chittorgarh,,,202.10,chittorgarh,203.00,chittorgarh,202.00,chittorgarh,203.00,chittorgarh,Funding the working capital requirements of our Company | General Corporate Purposes,chittorgarh,2,chittorgarh,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.13,,,0.08,,,40.0,,,0.11,,,0.04,,,0.41,,,0.16,40.0,72.73,0.36,0.2,0.08,Mar 2020,1,,screener,,
INE0CJD01029,Knowledge Marine & Engineering Works Ltd.,SME,KMEW,543273,2021-03-09,2021-03-12,2021-03-22,37.00,10.12,Fixed Price,BSE SME,Hem Securities,2021,Hem Finlease Pvt.Ltd.,chittorgarh,10,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,38.00,chittorgarh,38.50,chittorgarh,37.10,chittorgarh,38.25,chittorgarh,To meet Working Capital requirements | General Corporate Purpose,chittorgarh,10,chittorgarh,,,,,,,,,,,,,,,,,,,,11.0,11.0,24.0,3.0,4.0,8.0,1.0,3.0,5.0,,3.8,9.08,2.01,6.0,10.0,7.0,11.0,16.0,14.0,30.0,36.0,3.0,11.0,2.0,20.83,50.0,1.6,24.0,5.0,Mar 2020,3,,screener,,
INE0EMB01015,Rangoli Tradecomm Ltd.,SME,,543274,2021-03-09,2021-03-12,2021-03-22,207.00,45.15,Fixed Price,BSE SME,Fedex Securities,2021,Rikhav Securities Ltd.,chittorgarh,43,chittorgarh,2.00,chittorgarh,4.4,chittorgarh,,,211.00,chittorgarh,221.55,chittorgarh,207.50,chittorgarh,220.40,chittorgarh,Meeting Working Capital Requirements | General corporate purposes,chittorgarh,45,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE05FR01029,Ashapuri Gold Ornament Ltd. FPO,SME,,542579,2021-03-03,2021-03-08,2021-03-17,81.00,30.02,Fixed Price,BSE SME,Fedex Securities,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,88.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.01,0.02,6.1,45.0,45.0,5.0,0.0,0.0,15.0,47.0,48.0,2.0,0.0,-1.0,0.0,0.0,0.0,121.0,0.0,Mar 2020,3,,screener,,
INE0G0V01018,ADJIA Technologies Ltd.,SME,,543269,2021-03-02,2021-03-04,2021-03-15,74.00,2.00,Fixed Price,BSE SME,Shreni Shares,2021,Shreni Shares Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,74.50,chittorgarh,74.65,chittorgarh,74.00,chittorgarh,74.25,chittorgarh,Funding purchases of equipment | Marketing initiatives | General Corporate Purposes,chittorgarh,2,chittorgarh,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,4.17,-0.04,-0.04,0.04,0.06,0.06,0.0,0.02,0.01,0.04,,,0.03,30.0,75.0,0.0,0.1,0.03,Mar 2020,3,,screener,,
