scrip_id,Scrip_Name,ISIN_NUMBER,GROUP
JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,INE147P01019,B
YURANUS,Yuranus Infrastructure Ltd,INE156M01017,XT
MOM100,Motilal Oswal Nifty Midcap 100 ETF,INF247L01023,B
CPL,Captain Polyplast Ltd,INE536P01021,X
NIFTYIETF,ICICI Prudential Nifty 50 ETF,INF109K012R6,B
NIF100IETF,ICICI Prudential Nifty 100 ETF,INF109KC16V9,B
ARNOLD,Arnold Holdings Ltd,INE185K01036,X
SUNLOC,Sunil Healthcare Ltd,INE671C01016,X
SUYOG,Suyog Telematics Ltd,INE442P01014,B
NATHBIOGEN,Nath Bio-Genes (India) Ltd,INE448G01010,B
AGRITECH,Agri- Tech (India) Ltd,INE449G01018,B
CHEMTECH,Chemtech Industrial Valves Ltd,INE212P01011,X
NIF100BEES,NIPPON INDIA ETF NIFTY 100,INF204K014N5,B
DENISCHEM,Denis Chem Lab Ltd,INE051G01012,X
POLYMAC,Polymac Thermoformers Ltd,INE826P01018,M
UNISHIRE,Unishire Urban Infra Ltd,INE210P01015,MT
LAXMIPATI,Laxmipati Engineering Works Ltd,INE920P01019,M
LADDU,Laddu Gopal Online Services Ltd,INE546I01025,XT
NIFTY1,Kotak Nifty 50 ETF,INF174K014P6,B
HANSUGAR,Shree Hanuman Sugar & Industries Ltd,INE101H01013,XT
KIRANVYPAR,Kiran Vyapar Ltd,INE555P01013,B
BCP,B.C. Power Controls Ltd,INE905P01028,X
KCSL,Karnimata Cold Storage Ltd,INE576P01019,M
RACE,Race Eco Chain Ltd,INE084Q01012,T
MANGIND,Mangalam Industrial Finance Ltd,INE717C01025,X
VIJIFIN,Viji Finance Ltd,INE159N01027,T
HBGHOTELS,HBG Hotels Ltd,INE977M01024,X
RAUNAQ,Raunaq International Ltd,INE523K01012,X
INFRONICS,Infronics Systems Ltd,INE463B01036,X
CPSEETF,CPSE ETF,INF457M01133,A
HARIAAPL,Haria Apparels Ltd,INE493N01012,X
VASUPRADA,Shri Vasuprada Plantations Ltd,INE574G01013,X
RNBDENIMS,R&B Denims Ltd,INE012Q01039,B
SHARPINV,Sharp Investments Ltd,INE909D01026,X
WONDERLA,Wonderla Holidays Ltd,INE066O01014,B
RESPONSINF,Response Informatics Ltd,INE401B01010,X
GCMCAPI,GCM Capital Advisors Ltd,INE191P01017,MT
AFEL,A.F. Enterprises Ltd,INE663P01015,Z
INCREDIBLE,Incredible Industries Ltd,INE452L01012,B
WESTLEIRES,West Leisure Resorts Ltd,INE266P01017,X
NAM,Nam Securities Ltd,INE792G01011,X
METSL,Maestros Electronics & Telecommunications Systems Ltd,INE318N01011,X
JACKSON,Jackson Investments Ltd,INE508N01025,X
MONEYBOXX,Moneyboxx Finance Ltd,INE296Q01012,B
WORTH,Worth Investment & Trading Co Ltd,INE114O01020,XT
TPROJECT,Thirani Projects Ltd,INE901C01017,X
AMARSEC,Amarnath Securities Ltd,INE745P01010,X
CTL,Capital Trade Links Ltd,INE172D01021,X
TARINI,Tarini International Ltd,INE849M01017,M
YAANENT,Yaan Enterprises Ltd,INE969E01010,X
ANVRDHI,Annvrridhhi  Ventures Ltd,INE075K01013,X
RLFL,Ramchandra Leasing & Finance Ltd,INE516P01015,XT
BRPL,Bansal Roofing Products Ltd,INE319Q01012,B
ARMAN,Arman Holdings Ltd,INE510P01018,X
SKIPPER,Skipper Ltd,INE439E01022,A
SMTEL,SMT Engineering Ltd,INE673E01018,XT
JAMESWARREN,James Warren Tea Ltd,INE718P01017,X
VISTARAMAR,Vistar Amar Ltd,INE878P01019,XT
GULFOILLUB,Gulf Oil Lubricants India Ltd,INE635Q01029,B
FRUTION,Fruition Venture Ltd,INE836C01015,X
TRIVENIENT,Triveni Enterprises Ltd,INE916P01025,X
BHANDERI,Bhanderi Infracon Ltd,INE336Q01016,MT
ZINEMA,Zinema Media And Entertainment Ltd,INE641Q01019,MT
CEMAINFRA,Cemantic Infra-Tech Ltd,INE222B01028,X
TTIENT,TTI Enterprise Ltd,INE404F01031,XT
VISHAL,Vishal Fabrics Ltd,INE755Q01025,B
TOYAMSL,Toyam Sports Ltd,INE457P01020,X
GAJANANSEC,Gajanan Securities Services Ltd,INE868G01019,X
UNISON,Unison Metals Ltd,INE099D01026,X
RTFL,Real Touch Finance Ltd,INE840I01014,Z
VRL,Vasundhara Rasayans Ltd,INE406F01010,X
SNOWMAN,Snowman Logistics Ltd,INE734N01019,B
QGO,QGO Finance Ltd,INE837C01013,X
PURSHOTTAM,Purshottam Investofin Ltd,INE729C01020,X
HCLTD,Hind Commerce Ltd,INE691J01019,X
SHARDACROP,Sharda Cropchem Ltd,INE221J01015,A
SIROHIA,Sirohia & Sons Ltd,INE785O01019,MT
MIIL,Meghna Infracon Infrastructure Ltd,INE898Q01015,B
CITYONLINE,City Online Services Ltd,INE158C01014,Z
SENSEXBEES,Nippon India ETF S&P BSE Sensex,INF204KA1UN7,A
SHEMAROO,Shemaroo Entertainment Ltd,INE363M01019,B
ULTRACAB,Ultracab (India) Ltd,INE010R01023,X
RCCL,Rajasthan Cylinders & Containers Ltd,INE929D01016,X
ETIL,Econo Trade (India) Ltd,INE937K01014,X
ATISHAY,Atishay Ltd,INE011R01013,X
SANGAMFIN,Sangam Finserv Ltd,INE475D01010,X
DHABRIYA,Dhabriya Polywood Ltd,INE260R01016,X
ARYACAPM,Aryaman Capital Markets Ltd,INE229R01011,B
PDSL,PDS Ltd,INE111Q01021,B
HANMAN,Hanman Fit Ltd,INE982Q01017,M
VGCL,Vibrant Global Capital Ltd,INE761Q01015,XT
CEINSYS,Ceinsys Tech Ltd,INE016Q01014,B
PANABYTE,Panabyte Technologies Ltd,INE516E01019,X
MUDUNURU,Mudunuru Ltd,INE491C01027,XT
JSHL,JLA Infraville Shoppers Ltd,INE401Q01018,M
CRANEINFRA,Crane Infrastructure Ltd,INE176L01017,X
NIYOGIN,Niyogin Fintech Ltd,INE480D01010,X
ASIACAP,Asia Capital Ltd,INE131Q01011,XT
KALYANCAP,Kalyan Capitals Ltd,INE149Q01021,XT
GBFL,Goenka Business & Finance Ltd,INE997C01015,XT
GILADAFINS,Gilada Finance & Investments Ltd,INE918C01029,X
JETSOLAR,Jet Solar Ltd,INE155R01018,M
SAPPL,Shree Ajit Pulp And Paper Ltd,INE185C01017,B
CAPPIPES,Captain Pipes Ltd,INE513R01026,B
KAIZENAGRO,Kaizen Agro Infrabuild Ltd,INE891N01017,X
JMJFIN,JMJ Fintech Ltd,INE242Q01016,X
INTELLECT,Intellect Design Arena Ltd,INE306R01017,A
MONTECARLO,Monte Carlo Fashions Ltd,INE950M01013,B
JSTL,Jeevan Scientific Technology Ltd,INE237B01018,X
ICL,Indo Cotspin Ltd,INE407P01017,XT
SCC,Scintilla Commercial & Credit Ltd,INE892C01018,XT
PANAFIC,Panafic Industrials Ltd,INE655P01029,XT
MYMONEY,My Money Securities Ltd,INE232L01018,X
AMARNATH,Sri Amarnath Finance Ltd,INE985Q01010,X
CSL,Continental Securities Ltd,INE183Q01020,X
NEXUSSURGL,Nexus Surgical And Medicare Ltd,INE370Q01015,X
SELLWIN,Sellwin Traders Ltd,INE195F01027,X
GALADAFIN,Galada Finance Ltd,INE243E01010,XT
EMERALD,Emerald Finance Ltd,INE030Q01015,X
MKEXIM,M.K. Exim (India) Ltd,INE227F01010,X
MCLOUD,Magellanic Cloud Ltd,INE613C01026,B
OCTAL,Octal Credit Capital Ltd,INE513C01010,X
MIHIKA,Mihika Industries Ltd,INE779Q01017,XT
KANCHI,Kanchi Karpooram Ltd,INE081G01019,T
DTIL,Dhunseri Tea & Industries Ltd,INE341R01014,B
VANICOM,Vani Commercials Ltd,INE661Q01017,X
SKILVEN,Skyline Ventures India Ltd,INE055Q01012,Z
VINCOFE,Vintage Coffee And Beverages Ltd,INE498Q01014,B
RAFL,Raghuvansh Agrofarms Ltd,INE865P01016,M
COSYN,COSYN Ltd,INE029B01019,X
SOFCOM,Sofcom Systems Ltd,INE499Q01012,X
NAPL,Naturite Agro Products Ltd,INE223R01014,X
KARNAVATI,Karnavati Finance Ltd,INE554R01020,X
ABHIFIN,Abhishek Finlease Ltd,INE723C01015,XT
MERCANTILE,Mercantile Ventures Ltd,INE689O01013,B
SONAL,Sonal Mercantile Ltd,INE321M01017,B
ALFL,Abhinav Leasing & Finance Ltd,INE211D01027,X
GENUSPAPER,Genus Paper & Boards Ltd,INE949P01018,B
MINDACORP,Minda Corporation Ltd,INE842C01021,A
MERCURYLAB,Mercury Laboratories Ltd,INE947G01011,X
CONCORD,Concord Drugs Ltd,INE858L01010,X
WARDINMOBI,Wardwizard Innovations & Mobility Ltd,INE945P01024,XT
SHREESEC,Shree Securities Ltd,INE397C01026,Z
GREENLAM,Greenlam Industries Ltd,INE544R01021,B
TALBROSENG,Talbros Engineering Ltd,INE717E01013,X
SAPL,SAR Auto Products Ltd,INE002E01010,X
PUROHITCON,Purohit Construction Ltd,INE147J01012,XT
JAYATMA,Jayatma Enterprises Ltd,INE246D01015,XT
PTCIL,PTC Industries Ltd,INE596F01018,A
CHENFERRO,Chennai Ferrous Industries Ltd,INE777O01016,X
MEGRISOFT,Megri Soft Ltd,INE756R01013,X
GITARENEW,Gita Renewable Energy Ltd,INE776O01018,X
KALPACOMME,Kalpa Commercial Ltd,INE059Q01014,X
ORTEL,Ortel Communications Ltd,INE849L01019,Z
NEIL,Neil Industries Ltd,INE396C01010,X
STARHFL,Star Housing Finance Ltd,INE526R01028,X
BEEKAY,Beekay Steel Industries Ltd,INE213D01015,B
SSPNFIN,SSPN Finance Ltd,INE820R01017,M
SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,INF200KA1572,A
TIRUPATIIN,Tirupati Innovar Ltd,INE812Q01016,XT
GANVERSE,Ganesha Ecoverse Ltd,INE369Q01017,M
AGIIL,AGI Infra Ltd,INE976R01033,B
MANAKSTEEL,Manaksia Steels Ltd,INE824Q01011,T
MANAKALUCO,Manaksia Aluminium Company Ltd,INE859Q01017,B
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,INE830Q01018,B
IMAGICAA,Imagicaaworld Entertainment Ltd,INE172N01012,B
INOXWIND,Inox Wind Ltd,INE066P01011,A
RAJPUTANA,Rajputana Investment and Finance Ltd,INE751R01014,X
CCDL,Consecutive Commodities Ltd,INE187R01029,X
URSUGAR,UR Sugar Industries Ltd,INE904R01027,B
FILTRA,Filtra Consultants and Engineers Ltd,INE541R01019,M
ATHCON,Athena Constructions Ltd,INE291R01011,M
NORTHLINK,Northlink Fiscal and Capital Services Ltd,INE736P01019,Z
SHESHAINDS,Sheshadri Industries Ltd,INE193R01019,X
SAB,SAB Industries Ltd,INE137M01017,X
PML,Paul Merchants Ltd,INE291E01019,B
ALANSCOTT,Alan Scott Enterprises Ltd,INE273F01022,X
OPCHAINS,O. P. Chains Ltd,INE118Q01018,MT
SUJALA,Sujala Trading & Holdings Ltd,INE029H01016,X
VRLLOG,VRL Logistics Ltd,INE366I01010,B
JAINMARMO,Jain Marmo Industries Ltd,INE780Q01015,X
GRAMEVA,Grameva Ltd,INE578R01011,X
PALCO,Palco Metals Ltd,INE239L01013,X
BODHTREE,Bodhtree Consulting Ltd,INE104F01029,XT
VBIND,V B Industries Ltd,INE334E01017,X
SARVOTTAM,Sarvottam Finvest Ltd,INE822Q01015,X
MEP,MEP Infrastructure Developers Ltd,INE776I01010,Z
WARDWIZFBL,Wardwizard Foods and Beverages Ltd,INE761D01021,X
UFO,UFO Moviez India Ltd,INE527H01019,B
PANTH,Panth Infinity Ltd,INE945O01019,XT
SHIVALIK,Shivalik Rasayan Ltd,INE788J01021,B
ICSL,Integrated Capital Services Ltd,INE682B01023,X
PNCINFRA,PNC Infratech Ltd,INE195J01029,A
ARFIN,Arfin India Ltd,INE784R01023,B
VLL,Virat Leasing Ltd,INE347L01022,XT
HELPAGE,Helpage Finlease Ltd,INE738P01015,X
HAWAENG,Hawa Engineers Ltd,INE230I01018,X
AIIL,Authum Investment & Infrastructure Ltd,INE206F01022,A
ADHBHUTIN,Adhbhut Infrastructure Ltd,INE578L01014,X
DFL,Decillion Finance Ltd,INE848N01017,X
POEL,POCL Enterprises Ltd,INE035S01028,X
AEL,Amba Enterprises Ltd,INE829P01020,X
SGFIN,SG Finserve Ltd,INE618R01015,B
NOBPOL,Noble Polymers Ltd,INE203Q01026,XT
SATIA,Satia Industries Ltd,INE170E01023,B
GVBL,Genomic Valley Biotech Ltd,INE574D01010,X
GARMNTMNTR,Garment Mantra Lifestyle Ltd,INE653S01028,X
SRESTHA,Srestha Finvest Ltd,INE606K01049,X
SAUMYA,Saumya Consultants Ltd,INE563C01015,X
MUL,Mauria Udyog Ltd,INE150D01027,X
MISHKA,Mishka Exim Ltd,INE540S01019,X
SPORTKING,Sportking India Ltd,INE885H01029,B
GROWINGTON,Growington Ventures India Ltd,INE451S01027,T
RUDRA,Rudra Global Infra Products Ltd,INE027T01023,T
LOYAL,Loyal Equipments Ltd,INE876S01017,X
GGPL,Gala Global Products Ltd,INE480S01026,Z
CHEMIESYNT,Chemiesynth (Vapi) Ltd,INE829R01018,X
BALKRISHNA,Balkrishna Paper Mills Ltd,INE875R01011,B
SHYAMCENT,Shyam Century Ferrous Ltd,INE979R01011,B
SURYAINDIA,Surya India Ltd,INE446E01019,X
ADANIENSOL,Adani Energy Solutions Ltd,INE931S01010,A
STARDELTA,Star Delta Transformers Ltd,INE541K01014,X
AMRAFIN,Amrapali Fincap Ltd,INE990S01016,MT
SAMSRITA,Samsrita Labs Ltd,INE579N01018,X
SYNGENE,Syngene International Ltd,INE398R01022,A
PECOS,Pecos Hotels and Pubs Ltd,INE484S01010,M
MSL,Mangalam Seeds Ltd,INE829S01016,X
KAYA,Kaya Ltd,INE587G01015,B
SYMBIOX,Symbiox Investment & Trading Company Ltd,INE653R01012,X
ORTINGLOBE,Ortin Global Ltd,INE749B01020,B
AVI,AVI Polymers Ltd,INE897N01014,XT
AURUM,Aurum PropTech Ltd,INE898S01029,B
OSWALGREEN,Oswal Greentech Ltd,INE143A01010,B
SUNRAKSHAK,Sunrakshakk Industries India Ltd,INE671K01027,X
ARVSMART,Arvind SmartSpaces Ltd,INE034S01021,B
POWERMECH,Power Mech Projects Ltd,INE211R01019,A
RAMASTEEL,Rama Steel Tubes Ltd,INE230R01035,B
THINKINK,Thinkink Picturez Ltd,INE365S01045,XT
SENSEXBETA,UTI BSE SENSEX ETF,INF789FB1X58,A
NIFTYBETA,UTI NIFTY 50 ETF,INF789F1AZC0,B
UNIAUTO,Universal Autofoundry Ltd,INE203T01012,B
VETO,Veto Switchgears and Cables Ltd,INE918N01018,B
NAVKARCORP,Navkar Corporation Ltd,INE278M01019,B
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,INE712K01011,B
CALLISTA,Callista Industries Ltd,INE714Q01014,XT
GUJGASLTD,Gujarat Gas Ltd,INE844O01030,A
WAAREE,Waaree Technologies Ltd,INE725P01012,MT
SADBHIN,Sadbhav Infrastructure Project Ltd,INE764L01010,B
PBFL,P. B. Films Ltd,INE212Q01019,MT
SALAUTO,Sal Automotive Ltd,INE724G01014,X
POLYSPIN,Polyspin Exports Ltd,INE914G01029,X
PRITIKAUTO,Pritika Auto Industries Ltd,INE583R01029,B
ACME,Acme Resources Ltd,INE636B01011,Z
KCL,Kabra Commercial Ltd,INE926E01010,XT
VISHALBL,Vishal Bearings Ltd,INE060T01024,B
BELLACASA,Bella Casa Fashion & Retail Ltd,INE344T01014,B
MALLCOM,Mallcom (India) Ltd,INE389C01015,B
PJL,Patdiam Jewellery Ltd,INE473T01011,M
NAKSH,Naksh Precious Metals Ltd,INE256S01012,T
SATIN,Satin Creditcare Network Ltd,INE836B01017,B
DITCO,Decorous Investment & Trading Co Ltd,INE183R01010,X
SWAGTAM,Swagtam Trading & Services Ltd,INE150R01019,X
GENCON,Generic Engineering Construction and Projects Ltd,INE854S01022,B
KUBERJI,Kuber Udyog Ltd,INE594R01018,XT
NEERAJ,Neeraj Paper Marketing Ltd,INE894J01019,X
TEJNAKSH,Tejnaksh Healthcare Ltd,INE030T01027,X
BRIPORT,Brilliant Portfolios Ltd,INE661F01010,X
RFSL,Richfield Financial Services Ltd,INE201C01012,X
COFFEEDAY,Coffee Day Enterprises Ltd,INE335K01011,B
IDFCFIRSTB,IDFC First Bank Ltd,INE092T01019,A
INDIGO,InterGlobe Aviation Ltd,INE646L01027,A
IGCIL,IGC Industries Ltd,INE099S01016,X
SHK,S H Kelkar and Company Ltd,INE500L01026,B
ARYAVAN,Aryavan Enterprise Ltd,INE360S01012,X
TFSL,Typhoon Financial Services Ltd,INE761R01013,X
PANORAMA,Panorama Studios International Ltd,INE258R01028,B
SHREEGANES,Shree Ganesh Biotech (India) Ltd,INE051N01026,X
GTV,GTV Engineering Ltd,INE910R01024,X
LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,INF767K01OS7,B
LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,INF767K01OT5,A
TFLL,Tirupati Finlease Ltd,INE027S01017,XT
GARBIFIN,Garbi Finvest Ltd,INE721C01019,X
SMARTFIN,Smart Finsec Ltd,INE766D01020,X
RAJKOTINV,Rajkot Investment Trust Ltd,INE176R01014,X
ADCON,Adcon Capital Services Ltd,INE805Q01028,X
QUINT,Quint Digital Ltd,INE641R01017,B
HDFCNIFTY,HDFC NIFTY 50 ETF,INF179KC1965,B
HDFCSENSEX,HDFC BSE SENSEX ETF,INF179KC1HX2,A
UDAYJEW,Uday Jewellery Industries Ltd,INE551B01012,X
SATTVASUKU,Sattva Sukun Lifecare Ltd,INE280E01038,X
NAVIGANT,Navigant Corporate Advisors Ltd,INE364T01012,MT
GROVY,Grovy India Ltd,INE343C01012,X
ALKEM,Alkem Laboratories Ltd,INE540L01014,A
LALPATHLAB,Dr. Lal PathLabs Ltd,INE600L01024,A
SCTL,Suncare Traders Ltd,INE452S01025,X
CREATIVE,Creative Castings Ltd,INE146E01015,X
AAYUSH,Aayush Wellness Ltd,INE430R01023,X
ELITECON,Elitecon International Ltd,INE669R01026,B
LUXIND,Lux Industries Ltd,INE150G01020,B
VALLEY,Valley Magnesite Company Ltd,INE834E01016,X
ABHIINFRA,Abhishek Infraventures Ltd,INE281P01016,X
APOORVA,Apoorva Leasing Finance and Investment Company Ltd,INE217S01014,X
AGRIBIO,Agribio Spirits Ltd,INE679E01015,X
NH,Narayana Hrudayalaya Ltd,INE410P01011,A
FMEC,F Mec International Financial Services Ltd,INE108T01021,X
DEEPAI,Deep Health AI India Ltd,INE005G01026,X
ABHIJIT,Abhijit Trading Company Ltd,INE994N01019,XT
AARNAV,Aarnav Fashions Ltd,INE750R01016,B
SHIVA,Shivansh Finserve Ltd,INE728Q01014,XT
MISHTANN,Mishtann Foods Ltd,INE094S01041,X
DELTA,Delta Industrial Resources Ltd,INE681Q01015,X
CGFL,Credent Global Finance Ltd,INE727C01024,X
KEL,Kotia Enterprises Ltd,INE079C01012,X
BLUECLOUDS,Blue Cloud Softech Solutions Ltd,INE373T01047,B
KEIL,Kanoria Energy & Infrastructure Ltd,INE534E01020,X
PRECAM,Precision Camshafts Ltd,INE484I01029,B
TEAMLEASE,TeamLease Services Ltd,INE985S01024,B
KAMATS,Vikram Kamats Hospitality Ltd,INE564S01019,B
BESTAGRO,Best Agrolife Ltd,INE052T01021,B
ACEMEN,Ace Men Engg Works Ltd,INE023R01018,X
BFLAFL,BFL Asset Finvest Ltd,INE948Q01018,X
RGF,RGF Capital Markets Ltd,INE684D01025,X
RCL,Radhagobind Commercial Ltd,INE792P01020,Z
QUICKHEAL,Quick Heal Technologies Ltd,INE306L01010,B
KAPILRAJ,Kapil Raj Finance Ltd,INE332Q01023,X
GANGAPHARM,Ganga Pharmaceuticals Ltd,INE615T01017,M
DAL,Dynamic Archistructures Ltd,INE874E01012,X
MOBAVENUE,Mobavenue AI Tech Ltd,INE622Q01019,B
SHIVKAMAL,Shivkamal Impex Ltd,INE429R01017,XT
KPEL,K.P. Energy Ltd,INE127T01021,B
RGCORP,Real Growth Corporation Ltd,INE836D01013,XT
IFINSER,Interactive Financial Services Ltd,INE064T01018,X
HILIKS,Hiliks Technologies Ltd,INE966Q01010,X
HYPERSOFT,Hypersoft Technologies Ltd,INE039D01014,XT
GOKULAGRO,Gokul Agro Resources Ltd,INE314T01033,B
FREDUN,Fredun Pharmaceuticals Ltd,INE194R01017,X
RELICAB,Relicab Cable Manufacturing Ltd,INE773T01014,B
VKAL,Vantage Knowledge Academy Ltd,INE427T01025,XT
MEAPL,Modern Engineering And Projects Ltd,INE250S01015,X
MNIL,Mega Nirman and Industries Ltd,INE216Q01010,X
DARJEELING,Darjeeling Industriies Ltd,INE830S01014,XT
ADVIKCA,Advik Capital Ltd,INE178T01024,X
LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,INF767K01PC8,B
PDMJEPAPER,Pudumjee Paper Products Ltd,INE865T01018,B
HCG,HealthCare Global Enterprises Ltd,INE075I01017,A
KDML,Khemani Distributors & Marketing Ltd,INE030U01025,MT
UMIYA,Umiya Tubes Ltd,INE173U01015,X
BHARATWIRE,Bharat Wire Ropes Ltd,INE316L01019,B
CHDCHEM,CHD Chemicals Ltd,INE043U01010,X
CCAVENUE,AvenuesAI Ltd,INE483S01020,A
LELAVOIR,LE Lavoir Ltd,INE204S01012,X
MUDRA,Mudra Financial Services Ltd,INE967S01014,X
BALGOPAL,Balgopal Commercial Ltd,INE119R01014,X
SUPERIOR,Superior Finlease Ltd,INE574R01028,X
RPEL,Raghav Productivity Enhancers Ltd,INE912T01018,B
FRANKLIN,Franklin Leasing and Finance Ltd,INE399S01010,M
LANCER,Lancer Container Lines Ltd,INE359U01028,X
NINSYS,NINtec Systems Ltd,INE395U01014,T
HALDER,Halder Venture Ltd,INE115S01010,B
GHUSHINE,Ghushine Fintrrade Ocean Ltd,INE009U01011,M
THYROCARE,Thyrocare Technologies Ltd,INE594H01019,B
BAJAJHCARE,Bajaj Healthcare Ltd,INE411U01027,B
RSDFIN,RSD Finance Ltd,INE616F01022,B
CROMPTON,Crompton Greaves Consumer Electricals Ltd,INE299U01018,A
PILANIINVS,Pilani Investment and Industries Corporation Ltd,INE417C01014,B
DARSHANORNA,Darshan Orna Ltd,INE671T01028,X
PARAGMILK,Parag Milk Foods Ltd,INE883N01014,B
MADHAVIPL,Madhav Infra Projects Ltd,INE631R01026,B
SPICELOUNG,Spice Lounge Food Works Ltd,INE631E01024,B
DIDL,Dalmia Industrial Development Ltd,INE642P01019,X
SNIM,Svarnim Trade Udyog Ltd,INE730R01042,X
SEIL,Shanti Educational Initiatives Ltd,INE440T01028,B
RGIL,Rotographics (India) Ltd,INE364S01014,XT
LIKHAMI,Likhami Consulting Ltd,INE920T01011,X
MIL,Medico Intercontinental Ltd,INE858Q01019,X
YASHCHEM,Yash Chemex Ltd,INE571U01010,X
NV20IETF,ICICI Prudential Nifty50 Value 20 ETF,INF109KC11V0,B
BAZELINTER,Bazel International Ltd,INE217E01014,X
TAALTECH,TAAL Tech Ltd,INE524T01011,B
MGL,Mahanagar Gas Ltd,INE002S01010,A
ZEAL,Zeal Aqua Ltd,INE819S01025,XT
QUESS,Quess Corp Ltd,INE615P01015,A
DIGJAMLMTD,Digjam Ltd,INE731U01028,B
MIDSELIETF,ICICI Prudential BSE Midcap Select ETF,INF109KC10W0,B
SIDH,Sidh Automobiles Ltd,INE403L01015,XT
TITAANIUM,Titaanium Ten Enterprise Ltd,INE120V01014,M
COMSYN,Commercial Syn Bags Ltd,INE073V01015,B
CFEL,Confidence Futuristic Energetech Ltd,INE700F01024,X
LLOYDSENGG,Lloyds Engineering Works Ltd,INE093R01011,A
KPL,Kwality Pharmaceuticals Ltd,INE552U01010,B
LTM,LTM Ltd,INE214T01019,A
EASTWEST,East West Freight Carriers Ltd,INE595R01023,XT
BSLSENETFG,Aditya Birla Sun Life BSE Sensex ETF,INF209KB10E8,A
COLORCHIPS,Colorchips New Media Ltd,INE621I01042,X
ADVENZYMES,Advanced Enzyme Technologies Ltd,INE837H01020,B
LAHL,Ladam Affordable Housing Ltd,INE213U01019,X
DBL,Dilip Buildcon Ltd,INE917M01012,A
SPAL,S.P. Apparels Ltd,INE212I01016,B
BIGBLOC,Bigbloc Construction Ltd,INE412U01025,B
GOLDENCREST,Golden Crest Education & Services Ltd,INE222U01010,X
ECS,ECS Biztech Ltd,INE925Q01024,X
RBLBANK,RBL Bank Ltd,INE976G01028,A
AMS,AMS Polymers Ltd,INE345U01019,XT
SHIVAEXPO,Shiva Granito Export Ltd,INE191V01015,MT
BLS,BLS International Services Ltd,INE153T01027,A
MITSU,Mitsu Chem Plast Ltd,INE317V01016,XT
SPRAYKING,Sprayking Ltd,INE537U01037,B
DHATRE,Dhatre Udyog Ltd,INE715T01031,X
RSTL,Riddhi Steel and Tube Ltd,INE367U01013,MT
TVVISION,TV Vision Ltd,INE871L01013,B
GAMCO,Gamco Ltd,INE890S01026,X
LTTS,L&T Technology Services Ltd,INE010V01017,A
GNA,G N A Axles Ltd,INE934S01014,B
RADHIKAJWE,Radhika Jeweltech Ltd,INE583V01021,B
SIIL,Sabrimala Industries India Ltd,INE400R01018,X
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,INE726G01019,A
IISL,Ishaan Infrastructures and Shelters Ltd,INE818R01011,XT
ARCFIN,ARC Finance Ltd,INE202R01026,X
HPL,HPL Electric & Power Ltd,INE495S01016,B
SAGARSOFT,Sagarsoft (India) Ltd,INE184B01012,X
DRA,DRA Consultants Ltd,INE746V01016,M
VALIANTORG,Valiant Organics Ltd,INE565V01010,B
ACML,Aditya Consumer Marketing Ltd,INE427V01013,M
SHASHIJIT,Shashijit Infraprojects Ltd,INE700V01021,X
BINDALEXPO,Bindal Exports Ltd,INE564V01013,MT
MHEL,Mewar Hi-Tech Engineering Ltd,INE957U01011,MT
DIKSAT,Diksat Transworld Ltd,INE942P01013,MT
ENDURANCE,Endurance Technologies Ltd,INE913H01037,A
IDFSENSEXE,Bandhan S&P BSE SENSEX ETF,INF194KA1T91,A
PURPLE,Purple Agrotech Industries Ltd,INE905R01016,X
SUPRAPFSL,Supra Pacific Financial Services Ltd,INE268T01015,X
PNBHOUSING,PNB Housing Finance Ltd,INE572E01012,A
SOUTHERNIN,Southern Infoconsultants Ltd,INE298B01010,X
REGENCY,Regency Fincorp Ltd,INE964R01013,X
VBL,Varun Beverages Ltd,INE200M01039,A
SALEM,Salem Erode Investments Ltd,INE894E01028,X
UPROTECH,Unipro Technologies Ltd,INE448F01012,XT
FRANKLININD,Franklin Industries Ltd,INE789R01022,XT
LKPSEC,LKP Securities Ltd,INE341H01023,XT
OSIAJEE,Osiajee Texfab Ltd,INE186R01013,X
CMBL,Corporate Merchant Bankers Ltd,INE850R01014,X
SFL,Sheela Foam Ltd,INE916U01025,A
EIKO,Eiko Lifesciences Ltd,INE666Q01016,X
AVL,Aditya Vision Ltd,INE679V01027,A
HEADSUP,Heads UP Ventures Ltd,INE759V01019,B
TCIEXP,TCI Express Ltd,INE586V01016,B
SHASHANK,Shashank Traders Ltd,INE508R01018,XT
LAURUSLABS,Laurus Labs Ltd,INE947Q01028,A
NEWLIGHT,New Light Industries Ltd,INE835U01027,X
VSL,Viram Suvarn Ltd,INE607V01028,B
MTPL,Marg Techno Projects Ltd,INE245H01018,XT
SHANGAR,Shangar Decor Ltd,INE118R01032,X
GLCL,Globe Commercials Ltd,INE804Q01013,XT
FLORACORP,Flora Corporation Ltd,INE318U01016,X
TRU,TruCap Finance Ltd,INE615R01029,B
SKL,Super Fine Knitters Ltd,INE459U01018,MT
